Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
4300000	-1203.633282	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053470	0.000000	0.053470	1.177109	0.000000	1.177109	1.177109	1.177109	0.053470	0.053470	0.053470	0.249998	0.250000	0.250000	0.250002	
4310000	-1204.601717	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.055311	0.000000	0.000000	1.259536	0.000000	1.259536	1.259536	1.259536	0.055311	0.055311	0.055311	0.249999	0.250000	0.250000	0.250001	
4320000	-1204.570204	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049446	0.000000	0.049446	0.976429	0.049446	0.976429	0.976429	0.976429	0.049446	0.049446	0.049446	0.249995	0.250000	0.250000	0.250005	
4330000	-1204.366482	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051353	0.000000	0.051353	1.330611	0.051353	1.330611	1.330611	1.330611	0.051353	0.051353	0.051353	0.249997	0.250000	0.250000	0.250003	
4340000	-1204.729445	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.048985	0.000000	0.000000	1.202739	0.048985	1.202739	1.202739	1.202739	0.048985	0.048985	0.048985	0.249994	0.250001	0.250000	0.250006	
4350000	-1203.962589	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056226	0.000000	0.056226	1.216115	0.056226	1.216115	1.216115	1.216115	0.056226	0.056226	0.056226	0.249999	0.250000	0.250000	0.250001	
4360000	-1206.836141	407	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.048341	0.000000	0.724941	0.724941	0.048341	0.724941	0.724941	0.724941	0.048341	0.048341	0.048341	0.249997	0.249999	0.250000	0.250004	
4370000	-1205.388434	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.059712	0.000000	0.059712	1.452065	0.000000	1.452065	1.452065	1.452065	0.059712	0.059712	0.059712	0.250000	0.250000	0.250000	0.250000	
4380000	-1198.974590	407	3	2	'Z 2 Z 1 0 1 0 0 0 2 2 1 	0.000000	0.045730	0.000000	0.114878	1.270994	0.114878	1.270994	1.270994	1.270994	0.045730	0.045730	0.114878	0.249999	0.250000	0.250000	0.250001	
4390000	-1200.800288	407	3	2	'Z 2 Z 1 0 2 0 0 0 1 2 1 	0.000000	0.043814	0.000000	0.065711	1.341984	0.043814	1.341984	1.341984	1.341984	0.065711	0.043814	0.065711	0.249998	0.250000	0.250000	0.250002	
4400000	-1207.443380	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047731	0.000000	0.047731	1.113101	0.047731	1.113101	1.113101	1.113101	0.047731	0.047731	0.047731	0.249362	0.250047	0.250010	0.250581	
4410000	-1206.442519	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055745	0.000000	0.055745	1.090112	0.000000	1.090112	1.090112	1.090112	0.055745	0.055745	0.055745	0.249840	0.250007	0.250003	0.250150	
4420000	-1204.341890	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.052592	0.000000	0.000000	1.228977	0.000000	1.228977	1.228977	1.228977	0.052592	0.052592	0.052592	0.249998	0.250000	0.250000	0.250002	
4430000	-1204.095617	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.048316	0.000000	0.048316	1.168640	0.000000	1.168640	1.168640	1.168640	0.048316	0.048316	0.048316	0.249993	0.250000	0.250000	0.250007	
4440000	-1208.563863	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.051504	0.000000	0.000000	0.867409	0.051504	0.867409	0.867409	0.867409	0.051504	0.051504	0.051504	0.249997	0.250001	0.250000	0.250003	
4450000	-1203.658980	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050369	0.000000	0.050369	1.212964	0.000000	1.212964	1.212964	1.212964	0.050369	0.050369	0.050369	0.249996	0.250000	0.250000	0.250004	
4460000	-1199.638656	407	3	2	'Z 2 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047763	0.000000	0.065160	0.954644	0.065160	0.954644	0.954644	0.954644	0.065160	0.065160	0.065160	0.249999	0.250000	0.250000	0.250001	
4470000	-1206.053661	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.051236	0.000000	0.051236	1.247062	0.000000	1.247062	1.247062	1.247062	0.051236	0.051236	0.051236	0.249651	0.250013	0.250005	0.250331	
4480000	-1204.495106	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050615	0.000000	0.050615	0.978752	0.050615	0.978752	0.978752	0.978752	0.050615	0.050615	0.050615	0.249996	0.250000	0.250000	0.250004	
4490000	-1204.388367	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.050476	0.000000	0.000000	1.256402	0.000000	1.256402	1.256402	1.256402	0.050476	0.050476	0.050476	0.249996	0.250000	0.250000	0.250004	
4500000	-1205.895412	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.046001	0.000000	0.000000	1.068683	0.046001	1.068683	1.068683	1.068683	0.046001	0.046001	0.046001	0.249987	0.250002	0.250000	0.250011	
4510000	-1204.660077	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047719	0.000000	0.047719	0.998302	0.047719	0.998302	0.998302	0.998302	0.047719	0.047719	0.047719	0.249992	0.250001	0.250000	0.250008	
4520000	-1204.312498	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056469	0.000000	0.056469	1.324164	0.056469	1.324164	1.324164	1.324164	0.056469	0.056469	0.056469	0.249999	0.250000	0.250000	0.250001	
4530000	-1208.446238	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.051055	0.000000	0.000000	1.496181	0.051055	1.496181	1.496181	1.496181	0.051055	0.051055	0.051055	0.249641	0.250034	0.250004	0.250321	
4540000	-1204.726359	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.049913	0.000000	0.000000	1.275275	0.049913	1.275275	1.275275	1.275275	0.049913	0.049913	0.049913	0.249995	0.250001	0.250000	0.250004	
4550000	-1204.211365	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057136	0.000000	0.057136	1.252473	0.057136	1.252473	1.252473	1.252473	0.057136	0.057136	0.057136	0.249999	0.250000	0.250000	0.250001	
4560000	-1208.406931	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.046053	0.000000	0.046053	0.792880	0.046053	0.792880	0.792880	0.792880	0.046053	0.046053	0.046053	0.249987	0.250001	0.250000	0.250011	
4570000	-1204.593205	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047493	0.000000	0.047493	1.017161	0.047493	1.017161	1.017161	1.017161	0.047493	0.047493	0.047493	0.249991	0.250001	0.250000	0.250008	
4580000	-1207.961564	407	2	3	'Z 1 Z 0 0 Z 0 0 0 1 1 1 	0.000000	0.053447	0.000000	0.829571	0.829571	0.000000	0.829571	0.829571	0.829571	0.053447	0.053447	0.053447	0.249999	0.250000	0.250000	0.250001	
4590000	-1207.420542	407	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.048839	0.000000	0.780088	0.780088	0.048839	0.780088	0.780088	0.780088	0.048839	0.048839	0.048839	0.249997	0.249999	0.250000	0.250004	
4600000	-1209.002777	854	2	2	'Z 1 Z 0 0 1 0 0 0 1 1 1 	0.000000	0.055529	0.000000	0.673408	0.673408	0.055529	0.673408	0.673408	0.673408	0.055529	0.055529	0.055529	0.249991	0.249997	0.250000	0.250011	
4610000	-1207.325321	407	2	3	'Z 1 Z 0 0 Z 0 0 0 1 1 1 	0.000000	0.049875	0.000000	0.687393	0.687393	0.000000	0.687393	0.687393	0.687393	0.049875	0.049875	0.049875	0.249998	0.249999	0.250000	0.250003	
4620000	-1206.583801	407	2	2	'Z 1 Z 0 0 1 0 0 0 1 1 1 	0.000000	0.048859	0.000000	0.659900	0.659900	0.048859	0.659900	0.659900	0.659900	0.048859	0.048859	0.048859	0.249997	0.249999	0.250000	0.250004	
4630000	-1204.896451	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.046587	0.000000	0.046587	1.224901	0.000000	1.224901	1.224901	1.224901	0.046587	0.046587	0.046587	0.249989	0.250000	0.250000	0.250010	
4640000	-1209.627213	340	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.049145	0.000000	0.049145	1.375915	0.000000	1.375915	1.375915	1.375915	0.049145	0.049145	0.049145	0.249994	0.250000	0.250000	0.250005	
4650000	-1206.742139	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056314	0.000000	0.056314	1.540778	0.000000	1.540778	1.540778	1.540778	0.056314	0.056314	0.056314	0.249857	0.250005	0.250002	0.250137	
4660000	-1204.836201	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.048841	0.000000	0.000000	1.165325	0.000000	1.165325	1.165325	1.165325	0.048841	0.048841	0.048841	0.249994	0.250001	0.250000	0.250006	
4670000	-1203.753499	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055070	0.000000	0.055070	1.300324	0.000000	1.300324	1.300324	1.300324	0.055070	0.055070	0.055070	0.249999	0.250000	0.250000	0.250001	
4680000	-1204.048152	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.056557	0.000000	0.056557	1.321331	0.000000	1.321331	1.321331	1.321331	0.056557	0.056557	0.056557	0.249999	0.250000	0.250000	0.250001	
4690000	-1204.876937	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056153	0.000000	0.056153	1.411796	0.056153	1.411796	1.411796	1.411796	0.056153	0.056153	0.056153	0.249999	0.250000	0.250000	0.250001	
4700000	-1204.434074	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.050614	0.000000	0.000000	1.202468	0.050614	1.202468	1.202468	1.202468	0.050614	0.050614	0.050614	0.249996	0.250000	0.250000	0.250004	
4710000	-1204.645228	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049868	0.000000	0.000000	1.325157	0.000000	1.325157	1.325157	1.325157	0.049868	0.049868	0.049868	0.249995	0.250000	0.250000	0.250004	
4720000	-1205.105847	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.048345	0.000000	0.000000	1.325605	0.000000	1.325605	1.325605	1.325605	0.048345	0.048345	0.048345	0.249993	0.250001	0.250000	0.250007	
4730000	-1205.177710	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.053044	0.000000	0.000000	1.065118	0.053044	1.065118	1.065118	1.065118	0.053044	0.053044	0.053044	0.249998	0.250000	0.250000	0.250002	
4740000	-1207.888609	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.062692	0.000000	0.000000	1.542297	0.062692	1.542297	1.542297	1.542297	0.062692	0.062692	0.062692	0.250000	0.250000	0.250000	0.250000	
4750000	-1205.097528	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.047860	0.000000	0.000000	1.111618	0.047860	1.111618	1.111618	1.111618	0.047860	0.047860	0.047860	0.249992	0.250001	0.250000	0.250007	
4760000	-1204.741919	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050133	0.000000	0.050133	0.958572	0.050133	0.958572	0.958572	0.958572	0.050133	0.050133	0.050133	0.249995	0.250000	0.250000	0.250004	
4770000	-1205.098307	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.055597	0.000000	0.000000	1.137533	0.055597	1.137533	1.137533	1.137533	0.055597	0.055597	0.055597	0.249999	0.250000	0.250000	0.250001	
4780000	-1205.219733	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.048422	0.000000	0.000000	1.286999	0.048422	1.286999	1.286999	1.286999	0.048422	0.048422	0.048422	0.249993	0.250001	0.250000	0.250006	
4790000	-1199.386885	407	3	3	'Z 2 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.047442	0.000000	0.058697	1.165168	0.000000	1.165168	1.165168	1.165168	0.058697	0.058697	0.058697	0.249998	0.250000	0.250000	0.250002	
4800000	-1204.271018	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047805	0.000000	0.047805	1.142138	0.047805	1.142138	1.142138	1.142138	0.047805	0.047805	0.047805	0.249992	0.250001	0.250000	0.250007	
4810000	-1205.729517	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.049434	0.000000	0.000000	0.999644	0.049434	0.999644	0.999644	0.999644	0.049434	0.049434	0.049434	0.249994	0.250001	0.250000	0.250005	
4820000	-1204.711566	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055539	0.000000	0.055539	1.029353	0.055539	1.029353	1.029353	1.029353	0.055539	0.055539	0.055539	0.249999	0.250000	0.250000	0.250001	
4830000	-1204.094259	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048428	0.000000	0.048428	1.154442	0.048428	1.154442	1.154442	1.154442	0.048428	0.048428	0.048428	0.249993	0.250001	0.250000	0.250006	
4840000	-1207.959701	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.056638	0.000000	0.056638	1.732322	0.000000	1.732322	1.732322	1.732322	0.056638	0.056638	0.056638	0.249999	0.250000	0.250000	0.250001	
4850000	-1207.183800	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.060455	0.000000	0.000000	1.554219	0.060455	1.554219	1.554219	1.554219	0.060455	0.060455	0.060455	0.250000	0.250000	0.250000	0.250000	
4860000	-1204.409637	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.051160	0.000000	0.000000	1.238320	0.051160	1.238320	1.238320	1.238320	0.051160	0.051160	0.051160	0.249996	0.250000	0.250000	0.250003	
4870000	-1202.147686	188	3	3	'Z 0 Z Z 2 0 2 1 1 0 0 0 	0.000000	0.058176	0.000000	0.000000	1.466391	0.058176	1.466391	0.784880	0.784880	0.058176	0.058176	0.058176	0.249827	0.249992	0.249973	0.250208	
4880000	-1200.173172	407	3	3	'Z 0 Z Z 1 2 1 1 1 2 2 0 	0.000000	0.043387	0.000000	0.000000	1.366308	0.063080	1.366308	1.366308	1.366308	0.063080	0.063080	0.043387	0.249996	0.250000	0.250000	0.250003	
4890000	-1203.818376	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055031	0.000000	0.055031	1.192250	0.000000	1.192250	1.192250	1.192250	0.055031	0.055031	0.055031	0.249999	0.250000	0.250000	0.250001	
4900000	-1204.586446	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047474	0.000000	0.047474	1.195458	0.047474	1.195458	1.195458	1.195458	0.047474	0.047474	0.047474	0.249991	0.250001	0.250000	0.250008	
4910000	-1203.959586	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.054436	0.000000	0.054436	1.367661	0.000000	1.367661	1.367661	1.367661	0.054436	0.054436	0.054436	0.249999	0.250000	0.250000	0.250001	
4920000	-1206.156795	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052364	0.000000	0.052364	0.941647	0.000000	0.941647	0.941647	0.941647	0.052364	0.052364	0.052364	0.249998	0.250000	0.250000	0.250002	
4930000	-1203.998256	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053160	0.000000	0.053160	1.049452	0.053160	1.049452	1.049452	1.049452	0.053160	0.053160	0.053160	0.249998	0.250000	0.250000	0.250002	
4940000	-1204.336537	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.052565	0.000000	0.000000	1.224057	0.052565	1.224057	1.224057	1.224057	0.052565	0.052565	0.052565	0.249997	0.250000	0.250000	0.250002	
4950000	-1208.349030	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047080	0.000000	0.047080	1.265308	0.047080	1.265308	1.265308	1.265308	0.047080	0.047080	0.047080	0.249286	0.250046	0.250010	0.250658	
4960000	-1205.569629	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054092	0.000000	0.054092	1.316131	0.000000	1.316131	1.316131	1.316131	0.054092	0.054092	0.054092	0.249788	0.250008	0.250003	0.250201	
4970000	-1206.901072	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.044054	0.000000	0.000000	1.058668	0.044054	1.058668	1.058668	1.058668	0.044054	0.044054	0.044054	0.249979	0.250002	0.250000	0.250018	
4980000	-1204.288103	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.052019	0.000000	0.000000	1.308802	0.000000	1.308802	1.308802	1.308802	0.052019	0.052019	0.052019	0.249997	0.250000	0.250000	0.250003	
4990000	-1206.724055	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.060012	0.000000	0.000000	1.324300	0.000000	1.324300	1.324300	1.324300	0.060012	0.060012	0.060012	0.249922	0.250007	0.250001	0.250070	
5000000	-1203.909277	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.055851	0.000000	0.055851	1.238629	0.055851	1.238629	1.238629	1.238629	0.055851	0.055851	0.055851	0.249999	0.250000	0.250000	0.250001	
5010000	-1205.115461	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.054858	0.000000	0.000000	1.160942	0.000000	1.160942	1.160942	1.160942	0.054858	0.054858	0.054858	0.249999	0.250000	0.250000	0.250001	
5020000	-1203.618852	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053281	0.000000	0.053281	1.227085	0.053281	1.227085	1.227085	1.227085	0.053281	0.053281	0.053281	0.249998	0.250000	0.250000	0.250002	
5030000	-1203.665576	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.051842	0.000000	0.051842	1.227929	0.051842	1.227929	1.227929	1.227929	0.051842	0.051842	0.051842	0.249997	0.250000	0.250000	0.250003	
5040000	-1205.651796	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054993	0.000000	0.054993	0.950008	0.054993	0.950008	0.950008	0.950008	0.054993	0.054993	0.054993	0.249999	0.250000	0.250000	0.250001	
5050000	-1205.108910	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053106	0.000000	0.053106	0.952394	0.053106	0.952394	0.952394	0.952394	0.053106	0.053106	0.053106	0.249998	0.250000	0.250000	0.250002	
5060000	-1209.506792	854	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.058710	0.000000	0.058710	1.239838	0.000000	1.239838	1.239838	1.239838	0.058710	0.058710	0.058710	0.249991	0.250000	0.250000	0.250008	
5070000	-1212.284256	807	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054569	0.000000	0.054569	1.376483	0.000000	1.376483	1.376483	1.376483	0.054569	0.054569	0.054569	0.250000	0.250000	0.250000	0.250000	
5080000	-1210.328154	340	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.055908	0.000000	0.055908	1.141405	0.055908	1.141405	1.141405	1.141405	0.055908	0.055908	0.055908	0.249999	0.250000	0.250000	0.250001	
5090000	-1203.934381	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050633	0.000000	0.050633	1.041996	0.050633	1.041996	1.041996	1.041996	0.050633	0.050633	0.050633	0.249996	0.250000	0.250000	0.250004	
5100000	-1204.591981	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.049854	0.000000	0.049854	1.373694	0.000000	1.373694	1.373694	1.373694	0.049854	0.049854	0.049854	0.249995	0.250000	0.250000	0.250004	
5110000	-1204.036087	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.048902	0.000000	0.048902	1.062753	0.048902	1.062753	1.062753	1.062753	0.048902	0.048902	0.048902	0.249994	0.250000	0.250000	0.250006	
5120000	-1206.095074	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056091	0.000000	0.056091	1.396913	0.056091	1.396913	1.396913	1.396913	0.056091	0.056091	0.056091	0.249849	0.250011	0.250002	0.250138	
5130000	-1203.870092	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052342	0.000000	0.052342	1.110717	0.000000	1.110717	1.110717	1.110717	0.052342	0.052342	0.052342	0.249998	0.250000	0.250000	0.250002	
5140000	-1198.194031	407	3	2	'Z 0 Z 0 1 2 1 1 1 2 2 0 	0.000000	0.045921	0.000000	0.045921	1.178145	0.077117	1.178145	1.178145	1.178145	0.077117	0.077117	0.045921	0.250000	0.250000	0.250000	0.250000	
5150000	-1204.555225	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049144	0.000000	0.049144	0.980844	0.049144	0.980844	0.980844	0.980844	0.049144	0.049144	0.049144	0.249994	0.250001	0.250000	0.250005	
5160000	-1204.513214	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.047095	0.000000	0.047095	1.148421	0.000000	1.148421	1.148421	1.148421	0.047095	0.047095	0.047095	0.249991	0.250000	0.250000	0.250009	
5170000	-1203.810500	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.052137	0.000000	0.052137	1.265587	0.052137	1.265587	1.265587	1.265587	0.052137	0.052137	0.052137	0.249997	0.250000	0.250000	0.250002	
5180000	-1204.890894	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.046287	0.000000	0.046287	1.177750	0.000000	1.177750	1.177750	1.177750	0.046287	0.046287	0.046287	0.249988	0.250000	0.250000	0.250011	
5190000	-1204.117091	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053153	0.000000	0.053153	1.035040	0.053153	1.035040	1.035040	1.035040	0.053153	0.053153	0.053153	0.249998	0.250000	0.250000	0.250002	
5200000	-1205.940508	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.045581	0.000000	0.000000	1.197810	0.000000	1.197810	1.197810	1.197810	0.045581	0.045581	0.045581	0.249986	0.250001	0.250000	0.250013	
5210000	-1205.041710	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.048002	0.000000	0.048002	1.005680	0.000000	1.005680	1.005680	1.005680	0.048002	0.048002	0.048002	0.249992	0.250000	0.250000	0.250007	
5220000	-1204.553412	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053199	0.000000	0.053199	1.443428	0.000000	1.443428	1.443428	1.443428	0.053199	0.053199	0.053199	0.249998	0.250000	0.250000	0.250002	
5230000	-1205.215026	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.056467	0.000000	0.056467	1.514779	0.000000	1.514779	1.514779	1.514779	0.056467	0.056467	0.056467	0.249999	0.250000	0.250000	0.250001	
5240000	-1204.572497	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049964	0.000000	0.000000	1.311281	0.000000	1.311281	1.311281	1.311281	0.049964	0.049964	0.049964	0.249995	0.250000	0.250000	0.250004	
5250000	-1204.666288	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.054985	0.000000	0.054985	1.463473	0.000000	1.463473	1.463473	1.463473	0.054985	0.054985	0.054985	0.249999	0.250000	0.250000	0.250001	
5260000	-1204.416713	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047515	0.000000	0.047515	1.157781	0.047515	1.157781	1.157781	1.157781	0.047515	0.047515	0.047515	0.249991	0.250001	0.250000	0.250008	
5270000	-1199.376077	407	3	2	'Z 1 Z 1 2 1 2 0 0 1 1 1 	0.000000	0.051852	0.000000	0.051852	1.263418	0.051852	1.263418	0.849460	0.849460	0.051852	0.051852	0.051852	0.249996	0.250000	0.250000	0.250004	
5280000	-1203.509143	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052899	0.000000	0.052899	1.224616	0.000000	1.224616	1.224616	1.224616	0.052899	0.052899	0.052899	0.249998	0.250000	0.250000	0.250002	
5290000	-1204.533020	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.054257	0.000000	0.054257	1.070829	0.000000	1.070829	1.070829	1.070829	0.054257	0.054257	0.054257	0.249998	0.250000	0.250000	0.250001	
5300000	-1205.055942	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049372	0.000000	0.000000	1.115251	0.000000	1.115251	1.115251	1.115251	0.049372	0.049372	0.049372	0.249994	0.250000	0.250000	0.250005	
5310000	-1205.116213	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.045758	0.000000	0.045758	1.121283	0.000000	1.121283	1.121283	1.121283	0.045758	0.045758	0.045758	0.249987	0.250000	0.250000	0.250013	
5320000	-1204.626734	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.055239	0.000000	0.000000	1.301662	0.055239	1.301662	1.301662	1.301662	0.055239	0.055239	0.055239	0.249999	0.250000	0.250000	0.250001	
5330000	-1205.841418	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.056821	0.000000	0.000000	1.566009	0.000000	1.566009	1.566009	1.566009	0.056821	0.056821	0.056821	0.249999	0.250000	0.250000	0.250001	
