Default schedule
Rate	71.43
CV	0.00
Kappa	0.00
Delta	0.00
Labda	0.00
Rev Jump	14.29
Prior Change	0.00
Est Data	0.00
Solo Tree Move	0.00
RJ Local Transform Add / Remove	0.00
Local Transform Move	0.00
Local Transform Change Scale	0.00
Local Transform Hyper Prior	0.00
Change Hetero	0.00
Tree Move	14.29
OU	0.00
Gamma	0.00
RJ Dummy Add / Remove	0.00
RJ Dummy Move Node	0.00
RJ Dummy Change Beta	0.00
Fat Tail Ans All	0.00
Fat Tail Ans	0.00
Geo Move All	0.00
Local Rates	0.00
Data Dist	0.00
Time Slice - Time	0.00
Time Slice - Scale	0.00
Global Rate	0.00
GlobalTrend-Change	0.00
Fabric Homo	0.00
Site Power	0.00
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
681	0.330396	156	0.025641	163	0.000000	0.493992	681	0.330396	0.229000	0.228066	
732	0.316940	140	0.057143	128	0.000000	0.493992	732	0.316940	0.240000	0.228085	
702	0.370370	144	0.055556	154	0.000000	0.493992	702	0.370370	0.268000	0.228090	
731	0.333789	135	0.007407	134	0.007463	0.493992	731	0.333789	0.246000	0.228098	
713	0.335203	140	0.028571	147	0.000000	0.493992	713	0.335203	0.243000	0.228100	
738	0.310298	128	0.062500	134	0.000000	0.493992	738	0.310298	0.237000	0.228133	
716	0.315642	154	0.025974	130	0.007692	0.493992	716	0.315642	0.231000	0.228151	
716	0.304469	148	0.033784	136	0.000000	0.493992	716	0.304469	0.223000	0.228150	
706	0.327195	143	0.027972	151	0.000000	0.493992	706	0.327195	0.235000	0.228152	
718	0.292479	128	0.046875	154	0.000000	0.493992	718	0.292479	0.216000	0.228175	
727	0.287483	130	0.038462	143	0.000000	0.493992	727	0.287483	0.214000	0.228190	
707	0.335219	134	0.007463	159	0.006289	0.493992	707	0.335219	0.239000	0.228183	
724	0.299724	139	0.021583	137	0.000000	0.493992	724	0.299724	0.220000	0.228167	
724	0.323204	139	0.050360	137	0.000000	0.493992	724	0.323204	0.241000	0.228200	
699	0.361946	158	0.050633	143	0.000000	0.493992	699	0.361946	0.261000	0.228220	
699	0.297568	155	0.038710	146	0.000000	0.493992	699	0.297568	0.214000	0.228235	
725	0.289655	133	0.015038	142	0.000000	0.493992	725	0.289655	0.212000	0.228259	
697	0.285509	152	0.032895	151	0.006623	0.493992	697	0.285509	0.205000	0.228283	
741	0.345479	126	0.039683	133	0.015038	0.493992	741	0.345479	0.263000	0.228283	
716	0.287709	139	0.043165	145	0.000000	0.493992	716	0.287709	0.212000	0.228263	
699	0.319027	156	0.057692	145	0.000000	0.493992	699	0.319027	0.232000	0.228261	
727	0.342503	155	0.032258	118	0.000000	0.493992	727	0.342503	0.254000	0.228267	
725	0.310345	137	0.021898	138	0.000000	0.493992	725	0.310345	0.228000	0.228252	
716	0.312849	147	0.047619	137	0.007299	0.493992	716	0.312849	0.232000	0.228267	
723	0.302905	136	0.036765	141	0.000000	0.493992	723	0.302905	0.224000	0.228263	
722	0.347645	136	0.022059	142	0.000000	0.493992	722	0.347645	0.254000	0.228269	
699	0.341917	165	0.024242	136	0.007353	0.493992	699	0.341917	0.244000	0.228272	
709	0.306065	140	0.007143	151	0.006623	0.493992	709	0.306065	0.219000	0.228282	
702	0.326211	160	0.012500	138	0.000000	0.493992	702	0.326211	0.231000	0.228285	
734	0.320163	125	0.048000	141	0.000000	0.493992	734	0.320163	0.241000	0.228294	
729	0.296296	132	0.037879	139	0.014388	0.493992	729	0.296296	0.223000	0.228302	
720	0.327778	143	0.034965	137	0.000000	0.493992	720	0.327778	0.241000	0.228310	
697	0.295552	147	0.013605	156	0.000000	0.493992	697	0.295552	0.208000	0.228328	
704	0.319602	150	0.040000	146	0.000000	0.493992	704	0.319602	0.231000	0.228332	
699	0.340486	162	0.018519	139	0.007194	0.493992	699	0.340486	0.242000	0.228345	
683	0.327965	165	0.018182	152	0.000000	0.493992	683	0.327965	0.227000	0.228342	
703	0.312945	153	0.013072	144	0.006944	0.493992	703	0.312945	0.223000	0.228343	
731	0.322845	147	0.020408	122	0.000000	0.493992	731	0.322845	0.239000	0.228342	
741	0.284750	128	0.015625	131	0.007634	0.493992	741	0.284750	0.214000	0.228315	
720	0.297222	135	0.007407	145	0.000000	0.493992	720	0.297222	0.215000	0.228289	
703	0.281650	142	0.014085	155	0.000000	0.493992	703	0.281650	0.200000	0.228245	
731	0.262654	132	0.007576	137	0.000000	0.493992	731	0.262654	0.193000	0.228206	
718	0.337047	148	0.033784	134	0.000000	0.493992	718	0.337047	0.247000	0.228194	
714	0.310924	155	0.019355	131	0.000000	0.493992	714	0.310924	0.225000	0.228201	
699	0.321888	152	0.013158	149	0.006711	0.493992	699	0.321888	0.228000	0.228216	
704	0.330966	139	0.028777	157	0.000000	0.493992	704	0.330966	0.237000	0.228240	
709	0.280677	154	0.064935	137	0.000000	0.493992	709	0.280677	0.209000	0.228243	
711	0.322082	149	0.026846	140	0.000000	0.493992	711	0.322082	0.233000	0.228257	
720	0.305556	146	0.027397	134	0.000000	0.493992	720	0.305556	0.224000	0.228253	
709	0.324401	151	0.052980	140	0.000000	0.493992	709	0.324401	0.238000	0.228255	
709	0.310296	139	0.043165	152	0.000000	0.493992	709	0.310296	0.226000	0.228255	
734	0.313351	127	0.039370	139	0.000000	0.493992	734	0.313351	0.235000	0.228278	
721	0.330097	147	0.054422	132	0.000000	0.493992	721	0.330097	0.246000	0.228295	
713	0.288920	141	0.007092	146	0.000000	0.493992	713	0.288920	0.207000	0.228279	
724	0.317680	128	0.015625	148	0.000000	0.493992	724	0.317680	0.232000	0.228292	
729	0.305898	135	0.044444	136	0.000000	0.493992	729	0.305898	0.229000	0.228300	
720	0.301389	141	0.028369	139	0.007194	0.493992	720	0.301389	0.222000	0.228322	
690	0.324638	152	0.013158	158	0.000000	0.493992	690	0.324638	0.226000	0.228318	
717	0.316597	140	0.000000	143	0.006993	0.493992	717	0.316597	0.228000	0.228327	
709	0.320169	139	0.014388	152	0.000000	0.493992	709	0.320169	0.229000	0.228329	
706	0.307365	146	0.006849	148	0.000000	0.493992	706	0.307365	0.218000	0.228334	
686	0.306122	160	0.012500	154	0.000000	0.493992	686	0.306122	0.212000	0.228324	
737	0.322931	116	0.060345	147	0.000000	0.493992	737	0.322931	0.245000	0.228325	
694	0.332853	157	0.031847	149	0.000000	0.493992	694	0.332853	0.236000	0.228340	
693	0.323232	156	0.025641	151	0.000000	0.493992	693	0.323232	0.228000	0.228354	
716	0.329609	133	0.045113	151	0.000000	0.493992	716	0.329609	0.242000	0.228376	
719	0.303199	152	0.026316	129	0.000000	0.493992	719	0.303199	0.222000	0.228374	
702	0.326211	149	0.046980	149	0.000000	0.493992	702	0.326211	0.236000	0.228381	
715	0.303497	162	0.024691	123	0.000000	0.493992	715	0.303497	0.221000	0.228394	
704	0.333807	151	0.019868	145	0.000000	0.493992	704	0.333807	0.238000	0.228392	
741	0.341430	129	0.031008	130	0.000000	0.493992	741	0.341430	0.257000	0.228421	
701	0.349501	155	0.006452	144	0.006944	0.493992	701	0.349501	0.247000	0.228430	
733	0.293315	125	0.048000	142	0.000000	0.493992	733	0.293315	0.221000	0.228425	
726	0.338843	141	0.035461	133	0.000000	0.493992	726	0.338843	0.251000	0.228439	
726	0.290634	135	0.037037	139	0.000000	0.493992	726	0.290634	0.216000	0.228439	
706	0.293201	162	0.024691	132	0.007576	0.493992	706	0.293201	0.212000	0.228434	
724	0.331492	146	0.027397	130	0.000000	0.493992	724	0.331492	0.244000	0.228439	
692	0.226879	146	0.027397	162	0.000000	0.493992	692	0.226879	0.161000	0.228421	
674	0.304154	156	0.025641	170	0.005882	0.493992	674	0.304154	0.210000	0.228430	
735	0.293878	139	0.014388	126	0.000000	0.493992	735	0.293878	0.218000	0.228410	
721	0.300971	130	0.023077	149	0.000000	0.493992	721	0.300971	0.220000	0.228408	
702	0.321937	146	0.041096	152	0.000000	0.493992	702	0.321937	0.232000	0.228414	
734	0.301090	144	0.034722	122	0.000000	0.493992	734	0.301090	0.226000	0.228411	
713	0.279102	143	0.020979	144	0.013889	0.493992	713	0.279102	0.204000	0.228414	
692	0.312139	153	0.019608	155	0.000000	0.493992	692	0.312139	0.219000	0.228383	
732	0.300546	132	0.000000	136	0.000000	0.493992	732	0.300546	0.220000	0.228363	
728	0.250000	106	0.009434	166	0.000000	0.493992	728	0.250000	0.183000	0.228333	
708	0.266949	145	0.020690	147	0.000000	0.493992	708	0.266949	0.192000	0.228296	
730	0.310959	135	0.022222	135	0.007407	0.493992	730	0.310959	0.231000	0.228301	
719	0.301808	138	0.014493	143	0.000000	0.493992	719	0.301808	0.219000	0.228317	
704	0.316761	135	0.014815	161	0.000000	0.493992	704	0.316761	0.225000	0.228342	
675	0.321481	166	0.018072	159	0.006289	0.493992	675	0.321481	0.221000	0.228344	
731	0.310534	140	0.035714	129	0.000000	0.493992	731	0.310534	0.232000	0.228352	
691	0.311143	144	0.041667	165	0.000000	0.493992	691	0.311143	0.221000	0.228357	
701	0.346648	149	0.026846	150	0.006667	0.493992	701	0.346648	0.248000	0.228375	
704	0.325284	142	0.035211	154	0.006494	0.493992	704	0.325284	0.235000	0.228381	
727	0.317744	128	0.039062	145	0.006897	0.493992	727	0.317744	0.237000	0.228393	
703	0.278805	149	0.040268	148	0.000000	0.493992	703	0.278805	0.202000	0.228395	
693	0.352092	154	0.038961	153	0.006536	0.493992	693	0.352092	0.251000	0.228414	
718	0.327298	124	0.048387	158	0.000000	0.493992	718	0.327298	0.241000	0.228437	
714	0.344538	138	0.028986	148	0.000000	0.493992	714	0.344538	0.250000	0.228432	
729	0.314129	137	0.014599	134	0.000000	0.493992	729	0.314129	0.231000	0.228463	
734	0.335150	125	0.040000	141	0.000000	0.493992	734	0.335150	0.251000	0.228468	
697	0.296987	140	0.050000	163	0.000000	0.493992	697	0.296987	0.214000	0.228480	
709	0.294781	152	0.046053	139	0.000000	0.493992	709	0.294781	0.216000	0.228481	
708	0.305085	142	0.042254	150	0.000000	0.493992	708	0.305085	0.222000	0.228498	
725	0.311724	143	0.027972	132	0.000000	0.493992	725	0.311724	0.230000	0.228502	
708	0.316384	147	0.027211	145	0.000000	0.493992	708	0.316384	0.228000	0.228508	
716	0.294693	133	0.015038	151	0.000000	0.493992	716	0.294693	0.213000	0.228514	
748	0.326203	119	0.016807	133	0.000000	0.493992	748	0.326203	0.246000	0.228519	
720	0.301389	130	0.007692	150	0.000000	0.493992	720	0.301389	0.218000	0.228536	
723	0.300138	123	0.032520	154	0.000000	0.493992	723	0.300138	0.221000	0.228549	
731	0.365253	138	0.028986	131	0.000000	0.493992	731	0.365253	0.271000	0.228564	
703	0.317212	142	0.042254	155	0.000000	0.493992	703	0.317212	0.229000	0.228555	
718	0.321727	147	0.034014	135	0.000000	0.493992	718	0.321727	0.236000	0.228562	
714	0.327731	146	0.041096	140	0.000000	0.493992	714	0.327731	0.240000	0.228568	
717	0.311018	143	0.020979	140	0.000000	0.493992	717	0.311018	0.226000	0.228570	
732	0.321038	134	0.022388	134	0.007463	0.493992	732	0.321038	0.239000	0.228570	
714	0.302521	151	0.006623	135	0.000000	0.493992	714	0.302521	0.217000	0.228580	
714	0.243697	140	0.042857	146	0.000000	0.493992	714	0.243697	0.180000	0.228592	
707	0.343706	162	0.018519	131	0.000000	0.493992	707	0.343706	0.246000	0.228608	
711	0.338959	149	0.026846	140	0.000000	0.493992	711	0.338959	0.245000	0.228628	
707	0.323904	164	0.018293	129	0.007752	0.493992	707	0.323904	0.233000	0.228633	
721	0.295423	140	0.050000	139	0.014388	0.493992	721	0.295423	0.222000	0.228645	
716	0.305866	139	0.014388	145	0.000000	0.493992	716	0.305866	0.221000	0.228647	
723	0.349931	141	0.035461	136	0.000000	0.493992	723	0.349931	0.258000	0.228665	
712	0.330056	138	0.043478	150	0.000000	0.493992	712	0.330056	0.241000	0.228667	
700	0.327143	148	0.013514	152	0.006579	0.493992	700	0.327143	0.232000	0.228674	
718	0.299443	141	0.028369	141	0.000000	0.493992	718	0.299443	0.219000	0.228680	
691	0.331404	157	0.031847	152	0.000000	0.493992	691	0.331404	0.234000	0.228696	
735	0.278912	142	0.035211	123	0.000000	0.493992	735	0.278912	0.210000	0.228688	
709	0.314528	151	0.013245	140	0.007143	0.493992	709	0.314528	0.226000	0.228681	
708	0.353107	148	0.020270	144	0.013889	0.493992	708	0.353107	0.255000	0.228708	
723	0.308437	134	0.014925	143	0.006993	0.493992	723	0.308437	0.226000	0.228734	
728	0.307692	126	0.047619	146	0.000000	0.493992	728	0.307692	0.230000	0.228759	
711	0.354430	126	0.015873	163	0.000000	0.493992	711	0.354430	0.254000	0.228751	
703	0.332859	144	0.034722	153	0.000000	0.493992	703	0.332859	0.239000	0.228754	
707	0.336634	150	0.013333	143	0.006993	0.493992	707	0.336634	0.241000	0.228754	
713	0.322581	148	0.033784	139	0.000000	0.493992	713	0.322581	0.235000	0.228752	
705	0.292199	147	0.047619	148	0.000000	0.493992	705	0.292199	0.213000	0.228752	
708	0.265537	137	0.058394	155	0.000000	0.493992	708	0.265537	0.196000	0.228735	
708	0.302260	150	0.013333	142	0.000000	0.493992	708	0.302260	0.216000	0.228722	
744	0.303763	138	0.021739	118	0.000000	0.493992	744	0.303763	0.229000	0.228720	
716	0.301676	144	0.027778	140	0.007143	0.493992	716	0.301676	0.221000	0.228706	
716	0.329609	139	0.028777	145	0.000000	0.493992	716	0.329609	0.240000	0.228707	
710	0.294366	140	0.042857	150	0.000000	0.493992	710	0.294366	0.215000	0.228703	
707	0.308345	145	0.041379	148	0.000000	0.493992	707	0.308345	0.224000	0.228715	
732	0.308743	145	0.027586	123	0.000000	0.493992	732	0.308743	0.230000	0.228712	
705	0.333333	137	0.036496	158	0.000000	0.493992	705	0.333333	0.240000	0.228731	
735	0.325170	130	0.015385	135	0.000000	0.493992	735	0.325170	0.241000	0.228730	
723	0.355463	159	0.025157	118	0.000000	0.493992	723	0.355463	0.261000	0.228737	
696	0.330460	156	0.064103	148	0.000000	0.493992	696	0.330460	0.240000	0.228739	
716	0.322626	138	0.014493	146	0.006849	0.493992	716	0.322626	0.234000	0.228739	
711	0.295359	151	0.006623	138	0.000000	0.493992	711	0.295359	0.211000	0.228749	
696	0.334770	166	0.024096	138	0.000000	0.493992	696	0.334770	0.237000	0.228762	
721	0.298197	140	0.064286	139	0.000000	0.493992	721	0.298197	0.224000	0.228786	
726	0.315427	133	0.015038	141	0.007092	0.493992	726	0.315427	0.232000	0.228780	
715	0.307692	145	0.020690	140	0.000000	0.493992	715	0.307692	0.223000	0.228798	
719	0.305981	134	0.052239	147	0.000000	0.493992	719	0.305981	0.227000	0.228788	
704	0.329545	151	0.019868	145	0.000000	0.493992	704	0.329545	0.235000	0.228785	
723	0.291840	138	0.021739	139	0.000000	0.493992	723	0.291840	0.214000	0.228793	
686	0.310496	176	0.017045	138	0.000000	0.493992	686	0.310496	0.216000	0.228788	
710	0.309859	143	0.020979	147	0.000000	0.493992	710	0.309859	0.223000	0.228796	
697	0.335725	158	0.037975	145	0.006897	0.493992	697	0.335725	0.241000	0.228790	
720	0.304167	138	0.021739	142	0.000000	0.493992	720	0.304167	0.222000	0.228783	
682	0.322581	154	0.025974	164	0.000000	0.493992	682	0.322581	0.224000	0.228789	
697	0.309900	141	0.014184	162	0.000000	0.493992	697	0.309900	0.218000	0.228794	
714	0.291317	131	0.015267	155	0.006452	0.493992	714	0.291317	0.211000	0.228808	
732	0.314208	132	0.037879	136	0.000000	0.493992	732	0.314208	0.235000	0.228800	
715	0.311888	146	0.013699	139	0.000000	0.493992	715	0.311888	0.225000	0.228803	
721	0.359223	122	0.016393	157	0.000000	0.493992	721	0.359223	0.261000	0.228816	
697	0.315638	152	0.019737	151	0.006623	0.493992	697	0.315638	0.224000	0.228816	
693	0.320346	145	0.062069	162	0.012346	0.493992	693	0.320346	0.233000	0.228823	
740	0.317568	117	0.017094	143	0.006993	0.493992	740	0.317568	0.238000	0.228839	
718	0.330084	143	0.034965	139	0.000000	0.493992	718	0.330084	0.242000	0.228849	
736	0.289402	130	0.007692	134	0.000000	0.493992	736	0.289402	0.214000	0.228850	
734	0.294278	133	0.067669	133	0.000000	0.493992	734	0.294278	0.225000	0.228862	
745	0.315436	129	0.023256	126	0.000000	0.493992	745	0.315436	0.238000	0.228881	
697	0.292683	157	0.012739	146	0.000000	0.493992	697	0.292683	0.206000	0.228882	
727	0.325997	131	0.015267	142	0.021127	0.493992	727	0.325997	0.242000	0.228876	
709	0.296192	136	0.029412	155	0.000000	0.493992	709	0.296192	0.214000	0.228879	
706	0.315864	145	0.020690	149	0.000000	0.493992	706	0.315864	0.226000	0.228872	
707	0.298444	135	0.037037	158	0.000000	0.493992	707	0.298444	0.216000	0.228873	
729	0.290809	140	0.014286	131	0.000000	0.493992	729	0.290809	0.214000	0.228877	
720	0.308333	145	0.048276	135	0.000000	0.493992	720	0.308333	0.229000	0.228877	
712	0.314607	161	0.043478	127	0.000000	0.493992	712	0.314607	0.231000	0.228871	
714	0.267507	152	0.026316	134	0.000000	0.493992	714	0.267507	0.195000	0.228869	
729	0.336077	128	0.023438	143	0.000000	0.493992	729	0.336077	0.248000	0.228889	
720	0.284722	139	0.035971	141	0.000000	0.493992	720	0.284722	0.210000	0.228896	
721	0.284327	154	0.032468	125	0.000000	0.493992	721	0.284327	0.210000	0.228905	
704	0.329545	143	0.006993	153	0.000000	0.493992	704	0.329545	0.233000	0.228900	
723	0.309820	151	0.039735	126	0.000000	0.493992	723	0.309820	0.230000	0.228905	
707	0.323904	140	0.057143	153	0.000000	0.493992	707	0.323904	0.237000	0.228909	
697	0.315638	152	0.046053	151	0.000000	0.493992	697	0.315638	0.227000	0.228919	
729	0.325103	135	0.014815	136	0.000000	0.493992	729	0.325103	0.239000	0.228922	
717	0.284519	147	0.027211	136	0.000000	0.493992	717	0.284519	0.208000	0.228928	
685	0.319708	162	0.037037	153	0.000000	0.493992	685	0.319708	0.225000	0.228925	
702	0.319088	158	0.031646	140	0.000000	0.493992	702	0.319088	0.229000	0.228931	
710	0.292958	145	0.013793	145	0.006897	0.493992	710	0.292958	0.211000	0.228912	
739	0.285521	122	0.008197	139	0.000000	0.493992	739	0.285521	0.212000	0.228906	
738	0.268293	135	0.022222	127	0.000000	0.493992	738	0.268293	0.201000	0.228905	
713	0.301543	150	0.046667	137	0.000000	0.493992	713	0.301543	0.222000	0.228914	
725	0.329655	145	0.027586	130	0.000000	0.493992	725	0.329655	0.243000	0.228920	
729	0.315501	128	0.015625	143	0.000000	0.493992	729	0.315501	0.232000	0.228925	
721	0.346741	153	0.032680	126	0.000000	0.493992	721	0.346741	0.255000	0.228939	
742	0.304582	117	0.017094	141	0.000000	0.493992	742	0.304582	0.228000	0.228934	
699	0.306152	175	0.028571	126	0.007937	0.493992	699	0.306152	0.220000	0.228929	
698	0.388252	145	0.013793	157	0.000000	0.493992	698	0.388252	0.273000	0.228948	
713	0.328191	149	0.026846	138	0.000000	0.493992	713	0.328191	0.238000	0.228938	
712	0.339888	144	0.020833	144	0.000000	0.493992	712	0.339888	0.245000	0.228953	
724	0.313536	136	0.022059	140	0.000000	0.493992	724	0.313536	0.230000	0.228963	
740	0.347297	126	0.039683	134	0.000000	0.493992	740	0.347297	0.262000	0.228971	
723	0.327801	141	0.035461	136	0.000000	0.493992	723	0.327801	0.242000	0.228967	
708	0.348870	156	0.019231	136	0.000000	0.493992	708	0.348870	0.250000	0.228971	
705	0.351773	157	0.057325	138	0.000000	0.493992	705	0.351773	0.257000	0.228983	
707	0.316832	147	0.013605	146	0.006849	0.493992	707	0.316832	0.227000	0.228970	
728	0.314560	145	0.055172	127	0.000000	0.493992	728	0.314560	0.237000	0.228972	
703	0.347084	145	0.020690	152	0.000000	0.493992	703	0.347084	0.247000	0.228973	
683	0.342606	150	0.046667	167	0.000000	0.493992	683	0.342606	0.241000	0.228977	
708	0.286723	157	0.012739	135	0.007407	0.493992	708	0.286723	0.206000	0.228968	
711	0.274262	143	0.041958	146	0.000000	0.493992	711	0.274262	0.201000	0.228973	
705	0.310638	154	0.012987	141	0.000000	0.493992	705	0.310638	0.221000	0.228970	
731	0.326949	133	0.015038	136	0.000000	0.493992	731	0.326949	0.241000	0.228983	
713	0.274895	133	0.007519	154	0.000000	0.493992	713	0.274895	0.197000	0.228974	
707	0.275813	142	0.000000	151	0.013245	0.493992	707	0.275813	0.197000	0.228937	
739	0.242219	119	0.033613	142	0.000000	0.493992	739	0.242219	0.183000	0.228905	
737	0.301221	132	0.022727	131	0.007634	0.493992	737	0.301221	0.226000	0.228874	
699	0.284692	148	0.027027	153	0.000000	0.493992	699	0.284692	0.203000	0.228850	
723	0.298755	147	0.020408	130	0.000000	0.493992	723	0.298755	0.219000	0.228827	
725	0.291034	140	0.021429	135	0.000000	0.493992	725	0.291034	0.214000	0.228794	
716	0.275140	137	0.021898	147	0.006803	0.493992	716	0.275140	0.201000	0.228753	
705	0.319149	141	0.035461	154	0.006494	0.493992	705	0.319149	0.231000	0.228723	
731	0.269494	137	0.043796	132	0.000000	0.493992	731	0.269494	0.203000	0.228709	
716	0.277933	140	0.014286	144	0.000000	0.493992	716	0.277933	0.201000	0.228664	
705	0.307801	131	0.000000	164	0.000000	0.493992	705	0.307801	0.217000	0.228626	
715	0.358042	153	0.000000	132	0.000000	0.493992	715	0.358042	0.256000	0.228618	
712	0.346910	142	0.042254	146	0.000000	0.493992	712	0.346910	0.253000	0.228630	
703	0.321479	138	0.036232	159	0.000000	0.493992	703	0.321479	0.231000	0.228630	
718	0.289694	131	0.061069	151	0.000000	0.493992	718	0.289694	0.216000	0.228620	
711	0.293952	149	0.040268	140	0.007143	0.493992	711	0.293952	0.216000	0.228625	
741	0.317139	135	0.037037	124	0.008065	0.493992	741	0.317139	0.241000	0.228635	
728	0.331044	133	0.030075	139	0.000000	0.493992	728	0.331044	0.245000	0.228631	
713	0.305750	157	0.025478	130	0.000000	0.493992	713	0.305750	0.222000	0.228635	
726	0.293388	123	0.065041	151	0.000000	0.493992	726	0.293388	0.221000	0.228625	
699	0.303290	149	0.013423	152	0.000000	0.493992	699	0.303290	0.214000	0.228628	
720	0.295833	133	0.037594	147	0.000000	0.493992	720	0.295833	0.218000	0.228629	
731	0.336525	125	0.016000	144	0.000000	0.493992	731	0.336525	0.248000	0.228629	
729	0.271605	137	0.036496	134	0.000000	0.493992	729	0.271605	0.203000	0.228641	
716	0.286313	139	0.035971	145	0.000000	0.493992	716	0.286313	0.210000	0.228643	
743	0.283984	125	0.024000	132	0.007576	0.493992	743	0.283984	0.215000	0.228639	
716	0.343575	145	0.020690	139	0.000000	0.493992	716	0.343575	0.249000	0.228640	
687	0.318777	161	0.006211	152	0.000000	0.493992	687	0.318777	0.220000	0.228632	
734	0.288828	135	0.029630	131	0.000000	0.493992	734	0.288828	0.216000	0.228639	
702	0.304843	146	0.034247	152	0.000000	0.493992	702	0.304843	0.219000	0.228645	
693	0.323232	145	0.034483	162	0.000000	0.493992	693	0.323232	0.229000	0.228649	
696	0.330460	152	0.032895	152	0.000000	0.493992	696	0.330460	0.235000	0.228645	
730	0.304110	123	0.016260	147	0.000000	0.493992	730	0.304110	0.224000	0.228652	
744	0.299731	128	0.054688	128	0.000000	0.493992	744	0.299731	0.230000	0.228658	
718	0.296657	138	0.021739	144	0.000000	0.493992	718	0.296657	0.216000	0.228658	
723	0.294606	129	0.023256	148	0.000000	0.493992	723	0.294606	0.216000	0.228662	
711	0.275668	152	0.052632	137	0.000000	0.493992	711	0.275668	0.204000	0.228651	
710	0.316901	152	0.019737	138	0.000000	0.493992	710	0.316901	0.228000	0.228649	
696	0.306034	148	0.033784	156	0.000000	0.493992	696	0.306034	0.218000	0.228656	
702	0.310541	141	0.007092	157	0.000000	0.493992	702	0.310541	0.219000	0.228674	
717	0.298466	137	0.043796	146	0.000000	0.493992	717	0.298466	0.220000	0.228673	
710	0.309859	135	0.029630	155	0.000000	0.493992	710	0.309859	0.224000	0.228683	
694	0.289625	159	0.056604	147	0.006803	0.493992	694	0.289625	0.211000	0.228667	
735	0.296599	129	0.015504	136	0.000000	0.493992	735	0.296599	0.220000	0.228671	
729	0.283951	136	0.029412	135	0.000000	0.493992	729	0.283951	0.211000	0.228666	
711	0.289733	139	0.086331	150	0.000000	0.493992	711	0.289733	0.218000	0.228660	
709	0.338505	139	0.028777	152	0.000000	0.493992	709	0.338505	0.244000	0.228665	
721	0.300971	129	0.038760	150	0.000000	0.493992	721	0.300971	0.222000	0.228663	
714	0.315126	145	0.027586	141	0.007092	0.493992	714	0.315126	0.230000	0.228667	
723	0.333333	133	0.037594	144	0.006944	0.493992	723	0.333333	0.247000	0.228666	
746	0.332440	122	0.000000	132	0.000000	0.493992	746	0.332440	0.248000	0.228653	
704	0.322443	137	0.058394	159	0.000000	0.493992	704	0.322443	0.235000	0.228650	
690	0.340580	173	0.017341	137	0.000000	0.493992	690	0.340580	0.238000	0.228666	
709	0.306065	137	0.036496	154	0.000000	0.493992	709	0.306065	0.222000	0.228669	
727	0.319120	137	0.029197	136	0.000000	0.493992	727	0.319120	0.236000	0.228682	
703	0.334282	152	0.032895	145	0.000000	0.493992	703	0.334282	0.240000	0.228682	
719	0.353268	134	0.037313	147	0.000000	0.493992	719	0.353268	0.259000	0.228699	
686	0.276968	167	0.023952	147	0.000000	0.493992	686	0.276968	0.194000	0.228708	
679	0.293078	160	0.031250	161	0.000000	0.493992	679	0.293078	0.204000	0.228710	
690	0.315942	151	0.019868	159	0.000000	0.493992	690	0.315942	0.221000	0.228708	
721	0.323162	133	0.022556	146	0.000000	0.493992	721	0.323162	0.236000	0.228720	
711	0.317862	144	0.000000	145	0.000000	0.493992	711	0.317862	0.226000	0.228716	
722	0.314404	131	0.030534	147	0.000000	0.493992	722	0.314404	0.231000	0.228720	
728	0.336538	124	0.000000	148	0.006757	0.493992	728	0.336538	0.246000	0.228724	
709	0.334274	144	0.013889	147	0.000000	0.493992	709	0.334274	0.239000	0.228727	
699	0.356223	159	0.018868	142	0.007042	0.493992	699	0.356223	0.253000	0.228738	
701	0.289586	155	0.038710	144	0.000000	0.493992	701	0.289586	0.209000	0.228748	
720	0.279167	138	0.021739	142	0.000000	0.493992	720	0.279167	0.204000	0.228742	
741	0.321188	131	0.022901	128	0.000000	0.493992	741	0.321188	0.241000	0.228748	
721	0.296810	137	0.007299	142	0.000000	0.493992	721	0.296810	0.215000	0.228749	
708	0.310734	144	0.013889	148	0.013514	0.493992	708	0.310734	0.224000	0.228744	
704	0.328125	152	0.032895	144	0.000000	0.493992	704	0.328125	0.236000	0.228724	
745	0.315436	133	0.052632	122	0.000000	0.493992	745	0.315436	0.242000	0.228720	
717	0.284519	148	0.033784	135	0.000000	0.493992	717	0.284519	0.209000	0.228720	
698	0.312321	144	0.034722	158	0.006329	0.493992	698	0.312321	0.224000	0.228714	
727	0.306740	141	0.021277	132	0.000000	0.493992	727	0.306740	0.226000	0.228721	
691	0.324168	159	0.062893	150	0.000000	0.493992	691	0.324168	0.234000	0.228732	
698	0.338109	144	0.027778	158	0.006329	0.493992	698	0.338109	0.241000	0.228733	
705	0.317730	147	0.068027	148	0.000000	0.493992	705	0.317730	0.234000	0.228729	
725	0.313103	136	0.051471	139	0.000000	0.493992	725	0.313103	0.234000	0.228724	
724	0.308011	130	0.023077	146	0.000000	0.493992	724	0.308011	0.226000	0.228733	
703	0.315789	141	0.000000	156	0.000000	0.493992	703	0.315789	0.222000	0.228741	
709	0.328632	137	0.014599	154	0.000000	0.493992	709	0.328632	0.235000	0.228759	
