Options:
Model:                           MultiState
Tree File Name:                  trees_ww.nex
Data File Name:                  ww_nom_sys.txt
Log File Name:                   world_nom-RJHPoutput.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1214870298
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_nom-RJHPoutput.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               1,2,3,4
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q14                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
    q34                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q13	q14	q21	q23	q24	q31	q32	q34	q41	q42	q43	Root P(1)	Root P(2)	Root P(3)	Root P(4)	
3270000	-1014.762816	412	3	1	'2 0 2 1 Z 2 0 1 2 0 0 0 	0.121398	0.006933	0.121398	0.439771	0.000000	0.121398	0.006933	0.439771	0.121398	0.006933	0.006933	0.006933	0.250000	0.250000	0.250000	0.249999	
3280000	-1016.722412	412	3	2	'1 Z 1 2 0 1 0 2 Z 0 0 0 	0.118854	0.000000	0.118854	0.389869	0.006259	0.118854	0.006259	0.389869	0.000000	0.006259	0.006259	0.006259	0.250000	0.250000	0.250001	0.249999	
3290000	-1013.986010	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.107338	0.008109	0.107338	0.358377	0.008109	0.107338	0.000000	0.358377	0.358377	0.008109	0.008109	0.008109	0.250001	0.250001	0.250000	0.249998	
3300000	-1015.602792	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.095922	0.006141	0.095922	0.350529	0.000000	0.095922	0.006141	0.350529	0.350529	0.006141	0.006141	0.006141	0.250009	0.250009	0.249998	0.249984	
3310000	-1012.644027	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.120614	0.000000	0.120614	0.336902	0.007388	0.120614	0.007388	0.336902	0.336902	0.007388	0.007388	0.007388	0.250000	0.250000	0.250000	0.249999	
3320000	-1016.067858	412	3	1	'2 0 2 1 Z 2 2 1 1 0 0 0 	0.101686	0.007940	0.101686	0.320302	0.000000	0.101686	0.101686	0.320302	0.320302	0.007940	0.007940	0.007940	0.250002	0.250002	0.250000	0.249997	
3330000	-1021.323410	242	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.101545	0.000000	0.101545	0.262293	0.007019	0.101545	0.007019	0.262293	0.262293	0.007019	0.007019	0.007019	0.250100	0.250098	0.249988	0.249815	
3340000	-1016.218196	412	3	1	'1 Z 1 2 0 1 1 2 2 0 0 0 	0.110464	0.000000	0.110464	0.438214	0.007956	0.110464	0.110464	0.438214	0.438214	0.007956	0.007956	0.007956	0.250001	0.250001	0.250000	0.249999	
3350000	-1012.014779	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.109360	0.000000	0.109360	0.339750	0.007340	0.109360	0.000000	0.339750	0.339750	0.007340	0.007340	0.007340	0.250001	0.250001	0.250000	0.249997	
3360000	-1014.291325	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.100312	0.007782	0.100312	0.352556	0.007782	0.100312	0.007782	0.352556	0.352556	0.007782	0.007782	0.007782	0.250002	0.250002	0.250000	0.249996	
3370000	-1016.574672	412	3	1	'1 0 1 2 Z 1 0 2 2 0 0 0 	0.117134	0.008117	0.117134	0.478640	0.000000	0.117134	0.008117	0.478640	0.478640	0.008117	0.008117	0.008117	0.250000	0.250000	0.250000	0.249999	
3380000	-1014.527375	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.129900	0.000000	0.129900	0.356483	0.006664	0.129900	0.000000	0.356483	0.129900	0.006664	0.006664	0.006664	0.250000	0.250000	0.250000	0.250000	
3390000	-1015.790291	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.124112	0.006580	0.124112	0.511480	0.006580	0.124112	0.006580	0.511480	0.124112	0.006580	0.006580	0.006580	0.250000	0.250000	0.250000	0.249999	
3400000	-1013.076061	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.098744	0.000000	0.098744	0.315949	0.007285	0.098744	0.007285	0.315949	0.315949	0.007285	0.007285	0.007285	0.250004	0.250004	0.249999	0.249993	
3410000	-1013.810957	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.112085	0.000000	0.112085	0.308703	0.008894	0.112085	0.000000	0.308703	0.308703	0.008894	0.008894	0.008894	0.250000	0.250000	0.250000	0.249999	
3420000	-1013.169213	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.105995	0.000000	0.105995	0.286017	0.007788	0.105995	0.007788	0.286017	0.286017	0.007788	0.007788	0.007788	0.250002	0.250001	0.250000	0.249997	
3430000	-1016.054497	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.095013	0.008587	0.095013	0.347392	0.008587	0.095013	0.000000	0.347392	0.347392	0.008587	0.008587	0.008587	0.250002	0.250002	0.250000	0.249996	
3440000	-1014.759348	412	3	1	'1 0 1 2 Z 1 0 2 2 0 0 0 	0.100408	0.007046	0.100408	0.387221	0.000000	0.100408	0.007046	0.387221	0.387221	0.007046	0.007046	0.007046	0.250003	0.250003	0.249999	0.249994	
3450000	-1015.261071	412	3	2	'1 0 1 2 Z 1 Z 2 2 0 0 0 	0.112382	0.005881	0.112382	0.400470	0.000000	0.112382	0.000000	0.400470	0.400470	0.005881	0.005881	0.005881	0.250002	0.250002	0.250000	0.249996	
3460000	-1014.048690	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.126042	0.000000	0.126042	0.397292	0.006579	0.126042	0.006579	0.397292	0.397292	0.006579	0.006579	0.006579	0.250000	0.250000	0.250000	0.249999	
3470000	-1013.886986	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.104712	0.000000	0.104712	0.258439	0.006717	0.258439	0.006717	0.258439	0.258439	0.006717	0.006717	0.006717	0.250000	0.250000	0.250000	0.250000	
3480000	-1014.970535	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.105620	0.000000	0.105620	0.219620	0.006384	0.219620	0.006384	0.219620	0.219620	0.006384	0.006384	0.006384	0.250000	0.250000	0.250000	0.250000	
3490000	-1014.531639	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.105578	0.000000	0.105578	0.296325	0.007073	0.296325	0.007073	0.296325	0.296325	0.007073	0.007073	0.007073	0.250000	0.250000	0.250000	0.250000	
3500000	-1023.197985	412	3	3	'1 Z 1 2 Z 2 0 2 1 0 Z 0 	0.096936	0.000000	0.096936	0.290496	0.000000	0.290496	0.011432	0.290496	0.096936	0.011432	0.000000	0.011432	0.250000	0.250000	0.250000	0.250000	
3510000	-1019.088203	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.119630	0.007952	0.119630	0.286453	0.007952	0.286453	0.007952	0.286453	0.286453	0.007952	0.007952	0.007952	0.250000	0.250000	0.250000	0.250000	
3520000	-1014.298350	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.088096	0.006477	0.088096	0.251082	0.006477	0.251082	0.006477	0.251082	0.251082	0.006477	0.006477	0.006477	0.250002	0.250000	0.250000	0.249998	
3530000	-1014.705217	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.076912	0.000000	0.076912	0.265873	0.007712	0.265873	0.000000	0.265873	0.265873	0.007712	0.007712	0.007712	0.250005	0.250001	0.249999	0.249995	
3540000	-1014.542513	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.083402	0.007544	0.083402	0.250336	0.007544	0.250336	0.007544	0.250336	0.250336	0.007544	0.007544	0.007544	0.250002	0.250000	0.250000	0.249998	
3550000	-1019.904721	412	3	1	'2 Z 1 1 2 1 1 1 1 0 0 0 	0.048481	0.000000	0.157252	0.157252	0.048481	0.157252	0.157252	0.157252	0.157252	0.009668	0.009668	0.009668	0.250000	0.250000	0.250000	0.250000	
3560000	-1018.105529	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.076606	0.000000	0.076606	0.234712	0.010068	0.234712	0.010068	0.234712	0.234712	0.010068	0.010068	0.010068	0.250002	0.250000	0.250000	0.249998	
3570000	-1013.048653	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.095686	0.000000	0.095686	0.259694	0.006757	0.259694	0.006757	0.259694	0.259694	0.006757	0.006757	0.006757	0.250001	0.250000	0.250000	0.249999	
3580000	-1017.762781	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.072659	0.006337	0.072659	0.212943	0.006337	0.212943	0.006337	0.212943	0.212943	0.006337	0.006337	0.006337	0.250014	0.250004	0.249997	0.249985	
3590000	-1020.763609	412	3	2	'2 Z 2 1 0 1 2 1 Z 0 0 0 	0.083869	0.000000	0.083869	0.251826	0.005349	0.251826	0.083869	0.251826	0.000000	0.005349	0.005349	0.005349	0.250002	0.250000	0.250003	0.249995	
3600000	-1013.673666	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.097005	0.000000	0.097005	0.214899	0.007391	0.214899	0.007391	0.214899	0.214899	0.007391	0.007391	0.007391	0.250001	0.250000	0.250000	0.249999	
3610000	-1014.848322	412	4	1	'3 0 2 1 Z 1 2 1 1 0 0 0 	0.050644	0.006162	0.135747	0.195804	0.000000	0.195804	0.135747	0.195804	0.195804	0.006162	0.006162	0.006162	0.250000	0.250000	0.250000	0.250000	
3620000	-1014.540583	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.110756	0.007312	0.110756	0.287749	0.007312	0.110756	0.007312	0.287749	0.287749	0.007312	0.007312	0.007312	0.250001	0.250001	0.250000	0.249998	
3630000	-1017.731898	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.118572	0.006814	0.118572	0.513341	0.006814	0.118572	0.006814	0.513341	0.513341	0.006814	0.006814	0.006814	0.250001	0.250001	0.250000	0.249999	
3640000	-1014.321458	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.103802	0.000000	0.103802	0.335760	0.007582	0.103802	0.007582	0.335760	0.103802	0.007582	0.007582	0.007582	0.250001	0.250001	0.250001	0.249997	
3650000	-1015.154325	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.095485	0.000000	0.095485	0.258364	0.005597	0.258364	0.005597	0.258364	0.258364	0.005597	0.005597	0.005597	0.250001	0.250000	0.250000	0.249998	
3660000	-1013.177760	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.096430	0.000000	0.096430	0.253427	0.006611	0.253427	0.006611	0.253427	0.253427	0.006611	0.006611	0.006611	0.250001	0.250000	0.250000	0.249999	
3670000	-1013.838169	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.113850	0.006334	0.113850	0.369168	0.006334	0.113850	0.006334	0.369168	0.369168	0.006334	0.006334	0.006334	0.250001	0.250001	0.250000	0.249998	
3680000	-1020.377338	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.091493	0.000000	0.091493	0.209553	0.004334	0.209553	0.004334	0.209553	0.209553	0.004334	0.004334	0.004334	0.250006	0.250002	0.249999	0.249993	
3690000	-1015.936278	412	3	0	'2 0 2 1 0 1 2 1 1 0 0 0 	0.104714	0.007214	0.104714	0.239630	0.007214	0.239630	0.104714	0.239630	0.239630	0.007214	0.007214	0.007214	0.250000	0.250000	0.250000	0.250000	
3700000	-1014.478535	412	3	3	'1 Z 1 2 Z 2 Z 2 2 0 0 0 	0.095572	0.000000	0.095572	0.294590	0.000000	0.294590	0.000000	0.294590	0.294590	0.007464	0.007464	0.007464	0.250001	0.250000	0.250000	0.249999	
3710000	-1015.117849	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.132870	0.000000	0.132870	0.435460	0.008187	0.132870	0.000000	0.435460	0.435460	0.008187	0.008187	0.008187	0.250000	0.250000	0.250000	0.250000	
3720000	-1014.305034	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.120406	0.007601	0.120406	0.397401	0.000000	0.120406	0.000000	0.397401	0.397401	0.007601	0.007601	0.007601	0.250000	0.250000	0.250000	0.249999	
3730000	-1015.230426	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.075450	0.000000	0.075450	0.249701	0.008296	0.249701	0.000000	0.249701	0.249701	0.008296	0.008296	0.008296	0.250005	0.250001	0.249999	0.249995	
3740000	-1013.385747	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.099277	0.000000	0.099277	0.243147	0.006594	0.243147	0.006594	0.243147	0.243147	0.006594	0.006594	0.006594	0.250001	0.250000	0.250000	0.249999	
3750000	-1014.494403	412	3	2	'2 Z 2 1 Z 1 0 1 1 0 0 0 	0.089163	0.000000	0.089163	0.230595	0.000000	0.230595	0.006953	0.230595	0.230595	0.006953	0.006953	0.006953	0.250002	0.250001	0.250000	0.249998	
3760000	-1017.076151	407	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.092226	0.000000	0.092226	0.265916	0.008482	0.265916	0.008482	0.265916	0.265916	0.008482	0.008482	0.008482	0.250002	0.250000	0.250000	0.249998	
3770000	-1025.658894	453	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.098699	0.008604	0.098699	0.266258	0.008604	0.266258	0.008604	0.266258	0.266258	0.008604	0.008604	0.008604	0.250022	0.250006	0.249996	0.249976	
3780000	-1018.285473	412	3	0	'2 0 2 1 0 1 2 1 1 0 0 0 	0.071481	0.006287	0.071481	0.253456	0.006287	0.253456	0.071481	0.253456	0.253456	0.006287	0.006287	0.006287	0.250013	0.250003	0.249998	0.249986	
3790000	-1022.006837	170	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.110866	0.000000	0.110866	0.218999	0.007419	0.218999	0.007419	0.218999	0.218999	0.007419	0.007419	0.007419	0.250004	0.250002	0.250000	0.249995	
3800000	-1012.784510	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.096184	0.000000	0.096184	0.260867	0.007988	0.260867	0.007988	0.260867	0.260867	0.007988	0.007988	0.007988	0.250000	0.250000	0.250000	0.250000	
3810000	-1012.748147	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.092515	0.000000	0.092515	0.272907	0.007867	0.272907	0.000000	0.272907	0.272907	0.007867	0.007867	0.007867	0.250001	0.250000	0.250000	0.249999	
3820000	-1016.662039	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.108316	0.000000	0.108316	0.324201	0.006682	0.324201	0.000000	0.324201	0.324201	0.006682	0.006682	0.006682	0.250000	0.250000	0.250000	0.250000	
3830000	-1015.661587	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.118105	0.000000	0.118105	0.275085	0.006795	0.118105	0.006795	0.275085	0.118105	0.006795	0.006795	0.006795	0.250000	0.250000	0.250000	0.249999	
3840000	-1016.306108	412	3	2	'2 Z 2 1 Z 2 0 1 2 0 0 0 	0.111356	0.000000	0.111356	0.433919	0.000000	0.111356	0.006039	0.433919	0.111356	0.006039	0.006039	0.006039	0.250001	0.250001	0.250001	0.249997	
3850000	-1018.676946	412	3	1	'2 Z 2 1 0 2 1 1 2 0 0 0 	0.127215	0.000000	0.127215	0.298592	0.007146	0.127215	0.298592	0.298592	0.127215	0.007146	0.007146	0.007146	0.250000	0.250000	0.250000	0.250000	
3860000	-1019.998597	412	3	3	'2 Z 2 1 Z 2 Z 2 1 0 0 0 	0.099070	0.000000	0.099070	0.363524	0.000000	0.099070	0.000000	0.099070	0.363524	0.006557	0.006557	0.006557	0.250013	0.250013	0.249991	0.249984	
3870000	-1015.517838	412	3	1	'1 Z 2 2 0 2 1 2 2 0 0 0 	0.047592	0.000000	0.140124	0.140124	0.006696	0.140124	0.047592	0.140124	0.140124	0.006696	0.006696	0.006696	0.250000	0.250000	0.250000	0.250000	
3880000	-1017.075128	412	3	1	'1 0 1 2 Z 1 1 2 2 0 0 0 	0.093677	0.007815	0.093677	0.313108	0.000000	0.093677	0.093677	0.313108	0.313108	0.007815	0.007815	0.007815	0.250003	0.250003	0.250000	0.249993	
3890000	-1017.871496	412	3	1	'1 Z 1 2 0 1 0 2 0 0 0 0 	0.114994	0.000000	0.114994	0.474203	0.008838	0.114994	0.008838	0.474203	0.008838	0.008838	0.008838	0.008838	0.250000	0.250000	0.250000	0.250000	
3900000	-1013.475571	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.104147	0.000000	0.104147	0.274786	0.007592	0.104147	0.007592	0.274786	0.274786	0.007592	0.007592	0.007592	0.250002	0.250002	0.250000	0.249996	
3910000	-1017.302473	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.111169	0.000000	0.111169	0.443850	0.010184	0.111169	0.010184	0.443850	0.443850	0.010184	0.010184	0.010184	0.250000	0.250000	0.250000	0.250000	
3920000	-1014.469632	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.122531	0.000000	0.122531	0.375953	0.009351	0.122531	0.000000	0.375953	0.375953	0.009351	0.009351	0.009351	0.250000	0.250000	0.250000	0.250000	
3930000	-1013.860169	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.107483	0.000000	0.107483	0.260271	0.006641	0.107483	0.000000	0.260271	0.260271	0.006641	0.006641	0.006641	0.250003	0.250002	0.250000	0.249995	
3940000	-1014.340132	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.107154	0.006928	0.107154	0.414986	0.006928	0.107154	0.006928	0.414986	0.414986	0.006928	0.006928	0.006928	0.250002	0.250002	0.250000	0.249997	
3950000	-1012.946998	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.115670	0.000000	0.115670	0.304475	0.007902	0.115670	0.007902	0.304475	0.304475	0.007902	0.007902	0.007902	0.250001	0.250001	0.250000	0.249999	
3960000	-1013.118634	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.115399	0.000000	0.115399	0.350615	0.008652	0.115399	0.008652	0.350615	0.350615	0.008652	0.008652	0.008652	0.250000	0.250000	0.250000	0.249999	
3970000	-1008.406382	412	4	1	'3 Z 2 1 0 3 0 1 1 0 0 0 	0.070294	0.000000	0.142762	0.267612	0.006963	0.070294	0.006963	0.267612	0.267612	0.006963	0.006963	0.006963	0.250000	0.250000	0.250000	0.249999	
3980000	-1013.202944	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.101576	0.000000	0.101576	0.343948	0.008359	0.101576	0.000000	0.343948	0.343948	0.008359	0.008359	0.008359	0.250002	0.250002	0.250000	0.249997	
3990000	-1017.036269	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.105631	0.000000	0.105631	0.223096	0.006821	0.105631	0.105631	0.223096	0.223096	0.006821	0.006821	0.006821	0.250002	0.250002	0.250000	0.249995	
4000000	-1015.749646	412	3	2	'1 Z 1 2 0 1 Z 2 0 0 0 0 	0.115699	0.000000	0.115699	0.482525	0.007116	0.115699	0.000000	0.482525	0.007116	0.007116	0.007116	0.007116	0.250000	0.250000	0.250000	0.249999	
4010000	-1018.525667	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.083926	0.000000	0.083926	0.236617	0.006939	0.083926	0.000000	0.236617	0.236617	0.006939	0.006939	0.006939	0.250020	0.250019	0.249997	0.249964	
4020000	-1014.661339	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.113102	0.000000	0.113102	0.283729	0.006987	0.113102	0.113102	0.283729	0.283729	0.006987	0.006987	0.006987	0.250001	0.250001	0.250000	0.249998	
4030000	-1014.716568	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.120107	0.000000	0.120107	0.456964	0.006999	0.120107	0.006999	0.456964	0.456964	0.006999	0.006999	0.006999	0.250001	0.250001	0.250000	0.249999	
4040000	-1012.241082	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.107182	0.000000	0.107182	0.320622	0.006888	0.107182	0.000000	0.320622	0.320622	0.006888	0.006888	0.006888	0.250002	0.250002	0.250000	0.249996	
4050000	-1014.652874	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.110732	0.008340	0.110732	0.388685	0.000000	0.110732	0.008340	0.388685	0.388685	0.008340	0.008340	0.008340	0.250001	0.250001	0.250000	0.249999	
4060000	-1016.336160	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.105142	0.009185	0.105142	0.333192	0.000000	0.105142	0.009185	0.333192	0.333192	0.009185	0.009185	0.009185	0.250001	0.250001	0.250000	0.249999	
4070000	-1014.140962	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.110173	0.006980	0.110173	0.298260	0.000000	0.110173	0.006980	0.298260	0.298260	0.006980	0.006980	0.006980	0.250001	0.250001	0.250000	0.249997	
4080000	-1014.064313	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.116085	0.000000	0.116085	0.285829	0.008378	0.116085	0.008378	0.285829	0.285829	0.008378	0.008378	0.008378	0.250000	0.250000	0.250000	0.249999	
4090000	-1014.335151	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.113879	0.007254	0.113879	0.296095	0.007254	0.113879	0.000000	0.296095	0.296095	0.007254	0.007254	0.007254	0.250001	0.250001	0.250000	0.249999	
4100000	-1014.136111	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.096592	0.000000	0.096592	0.323457	0.006219	0.096592	0.006219	0.323457	0.323457	0.006219	0.006219	0.006219	0.250009	0.250009	0.249998	0.249983	
4110000	-1015.009804	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.107971	0.000000	0.107971	0.502200	0.007166	0.107971	0.007166	0.502200	0.107971	0.007166	0.007166	0.007166	0.250001	0.250001	0.250001	0.249998	
4120000	-1012.445686	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.105743	0.000000	0.105743	0.310591	0.007301	0.105743	0.007301	0.310591	0.310591	0.007301	0.007301	0.007301	0.250002	0.250002	0.250000	0.249996	
4130000	-1015.374923	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.118980	0.005557	0.118980	0.352512	0.005557	0.118980	0.005557	0.352512	0.352512	0.005557	0.005557	0.005557	0.250001	0.250001	0.250000	0.249998	
4140000	-1013.280814	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.104345	0.000000	0.104345	0.381646	0.006648	0.104345	0.006648	0.381646	0.381646	0.006648	0.006648	0.006648	0.250003	0.250003	0.249999	0.249994	
4150000	-1018.602389	412	3	2	'2 Z 2 1 Z 2 2 1 1 0 0 0 	0.105234	0.000000	0.105234	0.374592	0.000000	0.105234	0.105234	0.374592	0.374592	0.006010	0.006010	0.006010	0.250004	0.250004	0.250000	0.249992	
4160000	-1013.509497	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.100327	0.000000	0.100327	0.295972	0.007997	0.100327	0.007997	0.295972	0.295972	0.007997	0.007997	0.007997	0.250002	0.250002	0.250000	0.249996	
4170000	-1013.834616	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.107671	0.000000	0.107671	0.361098	0.005868	0.107671	0.005868	0.361098	0.361098	0.005868	0.005868	0.005868	0.250004	0.250004	0.249999	0.249993	
4180000	-1013.910704	412	3	2	'2 Z 2 1 Z 1 0 1 1 0 0 0 	0.096526	0.000000	0.096526	0.259664	0.000000	0.259664	0.007794	0.259664	0.259664	0.007794	0.007794	0.007794	0.250000	0.250000	0.250000	0.250000	
4190000	-1015.648077	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.098580	0.000000	0.098580	0.201981	0.005892	0.201981	0.005892	0.201981	0.201981	0.005892	0.005892	0.005892	0.250001	0.250000	0.250000	0.249998	
4200000	-1014.997906	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.111643	0.000000	0.111643	0.252789	0.006880	0.252789	0.006880	0.252789	0.252789	0.006880	0.006880	0.006880	0.250000	0.250000	0.250000	0.250000	
4210000	-1015.183914	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.099827	0.000000	0.099827	0.315437	0.009402	0.315437	0.000000	0.315437	0.315437	0.009402	0.009402	0.009402	0.250000	0.250000	0.250000	0.250000	
4220000	-1016.873242	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.095632	0.000000	0.095632	0.299734	0.005534	0.299734	0.005534	0.299734	0.299734	0.005534	0.005534	0.005534	0.250001	0.250000	0.250000	0.249999	
4230000	-1015.763605	412	3	0	'1 0 1 2 0 2 1 2 2 0 0 0 	0.083250	0.006285	0.083250	0.259137	0.006285	0.259137	0.083250	0.259137	0.259137	0.006285	0.006285	0.006285	0.250003	0.250001	0.250000	0.249997	
4240000	-1014.460635	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.092249	0.006256	0.092249	0.255902	0.006256	0.255902	0.006256	0.255902	0.255902	0.006256	0.006256	0.006256	0.250001	0.250000	0.250000	0.249999	
4250000	-1015.193414	412	3	1	'2 Z 2 1 0 1 2 1 1 0 0 0 	0.106101	0.000000	0.106101	0.218086	0.007503	0.218086	0.106101	0.218086	0.218086	0.007503	0.007503	0.007503	0.250000	0.250000	0.250000	0.250000	
4260000	-1013.449045	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.102196	0.000000	0.102196	0.264797	0.006902	0.264797	0.006902	0.264797	0.264797	0.006902	0.006902	0.006902	0.250000	0.250000	0.250000	0.250000	
4270000	-1018.838307	412	3	1	'1 Z 1 2 0 2 1 2 2 0 0 0 	0.089297	0.000000	0.089297	0.215755	0.004820	0.215755	0.089297	0.215755	0.215755	0.004820	0.004820	0.004820	0.250005	0.250001	0.250000	0.249994	
4280000	-1017.220016	412	3	2	'2 Z 2 1 Z 1 0 1 1 0 0 0 	0.116035	0.000000	0.116035	0.239865	0.000000	0.239865	0.008103	0.239865	0.239865	0.008103	0.008103	0.008103	0.250000	0.250000	0.250000	0.250000	
4290000	-1013.216453	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.096426	0.000000	0.096426	0.239178	0.008287	0.239178	0.008287	0.239178	0.239178	0.008287	0.008287	0.008287	0.250000	0.250000	0.250000	0.250000	
4300000	-1015.956189	412	3	1	'2 0 2 1 0 1 Z 1 1 0 0 0 	0.107141	0.006716	0.107141	0.239489	0.006716	0.239489	0.000000	0.239489	0.239489	0.006716	0.006716	0.006716	0.250000	0.250000	0.250000	0.250000	
4310000	-1012.905845	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.089122	0.000000	0.089122	0.264557	0.007060	0.264557	0.000000	0.264557	0.264557	0.007060	0.007060	0.007060	0.250002	0.250000	0.250000	0.249998	
4320000	-1017.826678	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.095225	0.000000	0.095225	0.359578	0.006793	0.359578	0.006793	0.359578	0.359578	0.006793	0.006793	0.006793	0.250001	0.250000	0.250000	0.249999	
