Options:
Model:                           MultiState
Tree File Name:                  trees_ww.nex
Data File Name:                  ww_nom_sys.txt
Log File Name:                   world_nom-RJHPoutput.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1214870298
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_nom-RJHPoutput.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               1,2,3,4
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q14                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
    q34                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q13	q14	q21	q23	q24	q31	q32	q34	q41	q42	q43	Root P(1)	Root P(2)	Root P(3)	Root P(4)	
1790000	-1013.108273	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.110320	0.000000	0.110320	0.381914	0.007370	0.110320	0.000000	0.381914	0.110320	0.007370	0.007370	0.007370	0.250001	0.250001	0.250001	0.249998	
1800000	-1015.032273	412	3	3	'2 Z 2 1 Z 2 Z 1 2 0 0 0 	0.116906	0.000000	0.116906	0.420064	0.000000	0.116906	0.000000	0.420064	0.116906	0.007575	0.007575	0.007575	0.250000	0.250000	0.250000	0.249999	
1810000	-1014.476293	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.118860	0.000000	0.118860	0.457976	0.007478	0.118860	0.007478	0.457976	0.457976	0.007478	0.007478	0.007478	0.250001	0.250001	0.250000	0.249999	
1820000	-1016.711482	407	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.117900	0.000000	0.117900	0.301486	0.007997	0.117900	0.000000	0.301486	0.301486	0.007997	0.007997	0.007997	0.250001	0.250001	0.250000	0.249998	
1830000	-1013.342475	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.102759	0.000000	0.102759	0.275466	0.007394	0.102759	0.000000	0.275466	0.275466	0.007394	0.007394	0.007394	0.250003	0.250003	0.250000	0.249995	
1840000	-1013.317812	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.109305	0.000000	0.109305	0.273288	0.006931	0.109305	0.006931	0.273288	0.273288	0.006931	0.006931	0.006931	0.250002	0.250002	0.250000	0.249997	
1850000	-1015.720866	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.108028	0.000000	0.108028	0.338411	0.000000	0.108028	0.000000	0.338411	0.338411	0.008996	0.008996	0.008996	0.250001	0.250001	0.250000	0.249999	
1860000	-1019.652706	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.123483	0.000000	0.123483	0.215967	0.007140	0.123483	0.123483	0.215967	0.215967	0.007140	0.007140	0.007140	0.250000	0.250000	0.250000	0.249999	
1870000	-1016.176797	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.114835	0.000000	0.114835	0.267557	0.000000	0.114835	0.000000	0.267557	0.267557	0.006452	0.006452	0.006452	0.250001	0.250001	0.250000	0.249997	
1880000	-1015.579764	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.095767	0.007488	0.095767	0.385478	0.000000	0.095767	0.007488	0.385478	0.385478	0.007488	0.007488	0.007488	0.250004	0.250004	0.249999	0.249993	
1890000	-1015.732121	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.118909	0.005535	0.118909	0.349243	0.000000	0.118909	0.005535	0.349243	0.349243	0.005535	0.005535	0.005535	0.250001	0.250001	0.250000	0.249998	
1900000	-1013.531367	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.109024	0.000000	0.109024	0.339904	0.007171	0.109024	0.007171	0.339904	0.109024	0.007171	0.007171	0.007171	0.250001	0.250001	0.250001	0.249998	
1910000	-1013.105616	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.100456	0.000000	0.100456	0.330233	0.006592	0.100456	0.006592	0.330233	0.330233	0.006592	0.006592	0.006592	0.250005	0.250005	0.249999	0.249991	
1920000	-1015.400748	412	3	3	'1 Z 1 2 Z 1 Z 2 2 0 0 0 	0.099169	0.000000	0.099169	0.342405	0.000000	0.099169	0.000000	0.342405	0.342405	0.007222	0.007222	0.007222	0.250004	0.250004	0.249999	0.249992	
1930000	-1015.123532	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.105667	0.006518	0.105667	0.266115	0.006518	0.105667	0.006518	0.266115	0.266115	0.006518	0.006518	0.006518	0.250003	0.250003	0.250000	0.249995	
1940000	-1016.682903	412	3	1	'2 0 2 1 0 2 Z 1 2 0 0 0 	0.131397	0.007956	0.131397	0.509071	0.007956	0.131397	0.000000	0.509071	0.131397	0.007956	0.007956	0.007956	0.250000	0.250000	0.250000	0.250000	
1950000	-1014.775057	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.115800	0.000000	0.115800	0.427882	0.007732	0.115800	0.115800	0.427882	0.115800	0.007732	0.007732	0.007732	0.250000	0.250000	0.250000	0.249999	
1960000	-1012.723611	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.120780	0.000000	0.120780	0.379350	0.007572	0.120780	0.007572	0.379350	0.379350	0.007572	0.007572	0.007572	0.250000	0.250000	0.250000	0.249999	
1970000	-1012.431719	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.112585	0.000000	0.112585	0.340159	0.008194	0.112585	0.000000	0.340159	0.340159	0.008194	0.008194	0.008194	0.250001	0.250001	0.250000	0.249999	
1980000	-1015.060810	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.112200	0.007804	0.112200	0.450692	0.007804	0.112200	0.000000	0.450692	0.450692	0.007804	0.007804	0.007804	0.250001	0.250001	0.250000	0.249999	
1990000	-1015.662408	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.093495	0.007777	0.093495	0.328315	0.000000	0.093495	0.007777	0.328315	0.328315	0.007777	0.007777	0.007777	0.250004	0.250004	0.249999	0.249993	
2000000	-1017.651416	412	3	2	'1 Z 1 2 0 1 Z 1 2 0 0 0 	0.131960	0.000000	0.131960	0.427876	0.006604	0.131960	0.000000	0.131960	0.427876	0.006604	0.006604	0.006604	0.250000	0.250000	0.250000	0.249999	
2010000	-1018.635540	412	3	1	'1 0 1 2 0 1 Z 1 2 0 0 0 	0.125294	0.006672	0.125294	0.334974	0.006672	0.125294	0.000000	0.125294	0.334974	0.006672	0.006672	0.006672	0.250000	0.250000	0.250000	0.249999	
2020000	-1019.664102	412	3	2	'1 0 1 2 Z 1 Z 1 2 0 0 0 	0.121345	0.005859	0.121345	0.291038	0.000000	0.121345	0.000000	0.121345	0.291038	0.005859	0.005859	0.005859	0.250001	0.250001	0.249999	0.249998	
2030000	-1019.785363	412	3	1	'2 0 2 1 Z 2 0 2 1 0 0 0 	0.123361	0.008518	0.123361	0.328225	0.000000	0.123361	0.008518	0.123361	0.328225	0.008518	0.008518	0.008518	0.250000	0.250000	0.250000	0.250000	
2040000	-1016.137208	412	3	2	'2 Z 2 1 0 2 Z 2 1 0 0 0 	0.125368	0.000000	0.125368	0.364046	0.006946	0.125368	0.000000	0.125368	0.364046	0.006946	0.006946	0.006946	0.250001	0.250001	0.250000	0.249999	
2050000	-1020.483613	412	3	1	'2 0 2 1 0 2 Z 2 1 0 0 0 	0.096509	0.008173	0.096509	0.359254	0.008173	0.096509	0.000000	0.096509	0.359254	0.008173	0.008173	0.008173	0.250004	0.250004	0.249997	0.249995	
2060000	-1015.584012	412	3	2	'2 Z 2 1 0 2 Z 2 1 0 0 0 	0.118476	0.000000	0.118476	0.377812	0.007590	0.118476	0.000000	0.118476	0.377812	0.007590	0.007590	0.007590	0.250001	0.250001	0.249999	0.249999	
2070000	-1018.588247	412	3	1	'2 Z 2 1 0 2 2 2 1 0 0 0 	0.113332	0.000000	0.113332	0.255797	0.007845	0.113332	0.113332	0.113332	0.255797	0.007845	0.007845	0.007845	0.250001	0.250001	0.250000	0.249999	
2080000	-1012.530093	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.103911	0.000000	0.103911	0.347300	0.007592	0.103911	0.007592	0.347300	0.347300	0.007592	0.007592	0.007592	0.250002	0.250002	0.250000	0.249996	
2090000	-1012.520269	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.103543	0.000000	0.103543	0.339491	0.007553	0.103543	0.007553	0.339491	0.339491	0.007553	0.007553	0.007553	0.250002	0.250002	0.250000	0.249996	
2100000	-1015.724224	412	3	1	'1 0 1 2 Z 1 0 2 1 0 0 0 	0.108904	0.005655	0.108904	0.387978	0.000000	0.108904	0.005655	0.387978	0.108904	0.005655	0.005655	0.005655	0.250002	0.250002	0.250002	0.249995	
2110000	-1015.327923	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.101847	0.000000	0.101847	0.434649	0.008705	0.101847	0.000000	0.434649	0.434649	0.008705	0.008705	0.008705	0.250001	0.250001	0.250000	0.249998	
2120000	-1015.218884	412	3	0	'1 0 1 2 0 1 0 2 1 0 0 0 	0.123047	0.007059	0.123047	0.486130	0.007059	0.123047	0.007059	0.486130	0.123047	0.007059	0.007059	0.007059	0.250000	0.250000	0.250000	0.249999	
2130000	-1015.195679	412	4	0	'2 0 2 3 0 2 0 1 2 0 0 0 	0.117119	0.005758	0.117119	0.398544	0.005758	0.117119	0.005758	0.393101	0.117119	0.005758	0.005758	0.005758	0.250001	0.250001	0.250001	0.249998	
2140000	-1012.424457	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.114200	0.000000	0.114200	0.369042	0.007905	0.114200	0.007905	0.369042	0.369042	0.007905	0.007905	0.007905	0.250001	0.250001	0.250000	0.249999	
2150000	-1014.755318	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.131368	0.000000	0.131368	0.400084	0.006238	0.131368	0.006238	0.400084	0.131368	0.006238	0.006238	0.006238	0.250000	0.250000	0.250000	0.250000	
2160000	-1017.820338	407	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.121393	0.007740	0.121393	0.313952	0.007740	0.121393	0.000000	0.313952	0.313952	0.007740	0.007740	0.007740	0.250001	0.250001	0.250000	0.249998	
2170000	-1018.807947	407	3	2	'2 Z 2 1 0 2 0 1 1 0 Z 0 	0.116773	0.000000	0.116773	0.411737	0.013195	0.116773	0.013195	0.411737	0.411737	0.013195	0.000000	0.013195	0.250001	0.250001	0.250000	0.249997	
2180000	-1013.085423	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.124229	0.000000	0.124229	0.394263	0.007451	0.124229	0.000000	0.394263	0.394263	0.007451	0.007451	0.007451	0.250000	0.250000	0.250000	0.249999	
2190000	-1014.582306	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.102570	0.000000	0.102570	0.321311	0.005568	0.102570	0.005568	0.321311	0.321311	0.005568	0.005568	0.005568	0.250008	0.250008	0.249999	0.249986	
2200000	-1018.606555	412	3	1	'2 Z 2 1 0 2 0 1 0 0 0 0 	0.132953	0.000000	0.132953	0.607816	0.006770	0.132953	0.006770	0.607816	0.006770	0.006770	0.006770	0.006770	0.250000	0.250000	0.250000	0.250000	
2210000	-1018.854579	412	3	2	'2 Z 2 1 0 2 2 1 Z 0 0 0 	0.112100	0.000000	0.112100	0.378006	0.008559	0.112100	0.112100	0.378006	0.000000	0.008559	0.008559	0.008559	0.250000	0.250000	0.250000	0.250000	
2220000	-1015.638939	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.120910	0.000000	0.120910	0.409102	0.008161	0.120910	0.120910	0.409102	0.409102	0.008161	0.008161	0.008161	0.250000	0.250000	0.250000	0.250000	
2230000	-1015.278474	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.126633	0.006872	0.126633	0.425335	0.006872	0.126633	0.000000	0.425335	0.425335	0.006872	0.006872	0.006872	0.250000	0.250000	0.250000	0.250000	
2240000	-1012.155817	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.114113	0.000000	0.114113	0.334354	0.006931	0.114113	0.000000	0.334354	0.334354	0.006931	0.006931	0.006931	0.250001	0.250001	0.250000	0.249998	
2250000	-1014.356630	412	3	1	'1 Z 1 0 2 1 2 0 1 2 2 2 	0.126829	0.000000	0.126829	0.498122	0.007361	0.126829	0.007361	0.498122	0.126829	0.007361	0.007361	0.007361	0.250000	0.250000	0.250000	0.250000	
2260000	-1014.912984	412	3	2	'2 1 2 0 Z 2 Z 0 2 1 1 1 	0.117061	0.006677	0.117061	0.349397	0.000000	0.117061	0.000000	0.349397	0.117061	0.006677	0.006677	0.006677	0.250000	0.250000	0.250000	0.249999	
2270000	-1013.910092	412	3	0	'2 1 2 0 1 2 1 0 0 1 1 1 	0.107855	0.006221	0.107855	0.364674	0.006221	0.107855	0.006221	0.364674	0.364674	0.006221	0.006221	0.006221	0.250003	0.250003	0.250000	0.249995	
2280000	-1019.187545	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.110193	0.000000	0.110193	0.306094	0.011070	0.306094	0.011070	0.306094	0.306094	0.011070	0.011070	0.011070	0.250000	0.250000	0.250000	0.250000	
2290000	-1014.146779	412	3	2	'1 Z 1 0 2 0 Z 0 0 2 2 2 	0.095631	0.000000	0.095631	0.316142	0.008151	0.316142	0.000000	0.316142	0.316142	0.008151	0.008151	0.008151	0.250000	0.250000	0.250000	0.250000	
2300000	-1016.376161	412	3	2	'1 Z 1 0 2 0 Z 0 1 2 2 2 	0.110225	0.000000	0.110225	0.272608	0.006621	0.272608	0.000000	0.272608	0.110225	0.006621	0.006621	0.006621	0.250000	0.250000	0.250000	0.250000	
2310000	-1015.235416	412	3	2	'1 Z 1 0 2 0 Z 0 0 2 2 2 	0.085030	0.000000	0.085030	0.204187	0.006064	0.204187	0.000000	0.204187	0.204187	0.006064	0.006064	0.006064	0.250005	0.250002	0.249999	0.249994	
2320000	-1013.750531	412	3	1	'2 Z 2 0 1 0 1 0 0 1 1 1 	0.081545	0.000000	0.081545	0.263159	0.007809	0.263159	0.007809	0.263159	0.263159	0.007809	0.007809	0.007809	0.250003	0.250001	0.249999	0.249997	
2330000	-1013.309452	412	3	2	'2 Z 2 0 1 0 Z 0 0 1 1 1 	0.089234	0.000000	0.089234	0.290155	0.007610	0.290155	0.000000	0.290155	0.290155	0.007610	0.007610	0.007610	0.250001	0.250000	0.250000	0.249999	
2340000	-1014.414750	412	3	1	'2 Z 2 0 1 0 1 0 0 1 1 1 	0.089289	0.000000	0.089289	0.315049	0.007800	0.315049	0.007800	0.315049	0.315049	0.007800	0.007800	0.007800	0.250001	0.250000	0.250000	0.249999	
2350000	-1013.170872	412	3	2	'2 Z 2 0 1 0 Z 0 0 1 1 1 	0.089716	0.000000	0.089716	0.231710	0.008067	0.231710	0.000000	0.231710	0.231710	0.008067	0.008067	0.008067	0.250001	0.250000	0.250000	0.249999	
2360000	-1015.728610	412	3	0	'2 1 2 0 1 0 2 0 0 1 1 1 	0.097224	0.007647	0.097224	0.219630	0.007647	0.219630	0.097224	0.219630	0.219630	0.007647	0.007647	0.007647	0.250000	0.250000	0.250000	0.250000	
2370000	-1012.151660	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.112557	0.000000	0.112557	0.331654	0.006868	0.112557	0.000000	0.331654	0.331654	0.006868	0.006868	0.006868	0.250001	0.250001	0.250000	0.249998	
2380000	-1013.071773	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.111886	0.000000	0.111886	0.417016	0.007398	0.111886	0.000000	0.417016	0.417016	0.007398	0.007398	0.007398	0.250001	0.250001	0.250000	0.249998	
2390000	-1015.056829	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.108819	0.000000	0.108819	0.404936	0.009568	0.108819	0.000000	0.404936	0.404936	0.009568	0.009568	0.009568	0.250000	0.250000	0.250000	0.249999	
2400000	-1012.722595	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.110682	0.000000	0.110682	0.354362	0.006323	0.110682	0.000000	0.354362	0.354362	0.006323	0.006323	0.006323	0.250002	0.250002	0.250000	0.249996	
2410000	-1016.687590	412	3	0	'2 0 2 1 0 2 2 1 2 0 0 0 	0.127053	0.007522	0.127053	0.433484	0.007522	0.127053	0.127053	0.433484	0.127053	0.007522	0.007522	0.007522	0.250000	0.250000	0.250000	0.250000	
2420000	-1015.599113	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.121955	0.000000	0.121955	0.456255	0.008131	0.121955	0.121955	0.456255	0.121955	0.008131	0.008131	0.008131	0.250000	0.250000	0.250000	0.250000	
2430000	-1014.137797	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.104652	0.000000	0.104652	0.414023	0.006329	0.104652	0.006329	0.414023	0.104652	0.006329	0.006329	0.006329	0.250002	0.250002	0.250002	0.249995	
2440000	-1016.526088	412	3	1	'2 0 2 1 Z 2 2 1 1 0 0 0 	0.110566	0.007314	0.110566	0.416737	0.000000	0.110566	0.110566	0.416737	0.416737	0.007314	0.007314	0.007314	0.250001	0.250001	0.250000	0.249998	
2450000	-1014.076447	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.103911	0.006598	0.103911	0.311932	0.000000	0.103911	0.006598	0.311932	0.311932	0.006598	0.006598	0.006598	0.250003	0.250003	0.250000	0.249994	
2460000	-1013.822169	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.117531	0.006690	0.117531	0.376055	0.006690	0.117531	0.006690	0.376055	0.376055	0.006690	0.006690	0.006690	0.250001	0.250001	0.250000	0.249999	
2470000	-1014.768150	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.116441	0.007283	0.116441	0.444940	0.007283	0.116441	0.000000	0.444940	0.444940	0.007283	0.007283	0.007283	0.250001	0.250001	0.250000	0.249999	
2480000	-1014.524856	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.116060	0.007897	0.116060	0.408335	0.000000	0.116060	0.007897	0.408335	0.408335	0.007897	0.007897	0.007897	0.250000	0.250000	0.250000	0.249999	
2490000	-1016.846320	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.097213	0.000000	0.097213	0.254847	0.008966	0.097213	0.008966	0.254847	0.254847	0.008966	0.008966	0.008966	0.250002	0.250002	0.250000	0.249997	
2500000	-1013.196431	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.102497	0.000000	0.102497	0.314033	0.006304	0.102497	0.006304	0.314033	0.314033	0.006304	0.006304	0.006304	0.250005	0.250005	0.249999	0.249991	
2510000	-1013.558534	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.098706	0.000000	0.098706	0.295022	0.007801	0.098706	0.007801	0.295022	0.295022	0.007801	0.007801	0.007801	0.250003	0.250003	0.250000	0.249995	
2520000	-1020.334781	412	3	2	'1 Z 1 2 0 1 Z 1 1 0 0 0 	0.121743	0.000000	0.121743	0.340052	0.007615	0.121743	0.000000	0.121743	0.121743	0.007615	0.007615	0.007615	0.250000	0.250000	0.250000	0.249999	
2530000	-1016.075360	412	3	1	'1 0 1 2 0 2 Z 2 2 0 0 0 	0.099105	0.007045	0.099105	0.324708	0.007045	0.324708	0.000000	0.324708	0.324708	0.007045	0.007045	0.007045	0.250000	0.250000	0.250000	0.250000	
2540000	-1018.888208	412	3	0	'1 0 1 2 0 2 2 2 2 0 0 0 	0.110991	0.008174	0.110991	0.251677	0.008174	0.251677	0.251677	0.251677	0.251677	0.008174	0.008174	0.008174	0.250000	0.250000	0.250000	0.250000	
2550000	-1013.060004	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.093945	0.000000	0.093945	0.233447	0.006728	0.233447	0.000000	0.233447	0.233447	0.006728	0.006728	0.006728	0.250001	0.250000	0.250000	0.249999	
2560000	-1015.025800	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.109390	0.000000	0.109390	0.248713	0.006436	0.248713	0.006436	0.248713	0.248713	0.006436	0.006436	0.006436	0.250000	0.250000	0.250000	0.250000	
2570000	-1012.794726	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.091406	0.000000	0.091406	0.267709	0.007339	0.267709	0.007339	0.267709	0.267709	0.007339	0.007339	0.007339	0.250001	0.250000	0.250000	0.249999	
2580000	-1015.457282	412	3	1	'1 0 1 2 0 2 Z 2 2 0 0 0 	0.095762	0.008473	0.095762	0.243084	0.008473	0.243084	0.000000	0.243084	0.243084	0.008473	0.008473	0.008473	0.250000	0.250000	0.250000	0.250000	
2590000	-1019.426714	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.099870	0.000000	0.099870	0.373564	0.011009	0.099870	0.000000	0.373564	0.373564	0.011009	0.011009	0.011009	0.250000	0.250000	0.250000	0.249999	
2600000	-1018.959356	412	3	3	'2 Z 2 1 Z 2 Z 1 2 0 0 0 	0.132508	0.000000	0.132508	0.547664	0.000000	0.132508	0.000000	0.547664	0.132508	0.009027	0.009027	0.009027	0.250000	0.250000	0.250000	0.250000	
2610000	-1016.246011	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.094486	0.000000	0.094486	0.364830	0.006006	0.094486	0.006006	0.364830	0.094486	0.006006	0.006006	0.006006	0.250005	0.250005	0.250005	0.249984	
2620000	-1013.175113	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.109051	0.000000	0.109051	0.363038	0.006975	0.109051	0.000000	0.363038	0.109051	0.006975	0.006975	0.006975	0.250001	0.250001	0.250001	0.249998	
2630000	-1014.133760	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.122183	0.000000	0.122183	0.446800	0.007319	0.122183	0.000000	0.446800	0.446800	0.007319	0.007319	0.007319	0.250000	0.250000	0.250000	0.249999	
2640000	-1012.080580	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.113346	0.000000	0.113346	0.347569	0.007018	0.113346	0.000000	0.347569	0.347569	0.007018	0.007018	0.007018	0.250001	0.250001	0.250000	0.249998	
2650000	-1013.464445	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.119819	0.000000	0.119819	0.454623	0.006596	0.119819	0.000000	0.454623	0.119819	0.006596	0.006596	0.006596	0.250000	0.250000	0.250000	0.249999	
2660000	-1017.493661	412	3	2	'1 0 1 2 Z 1 Z 2 1 0 0 0 	0.107769	0.005139	0.107769	0.435588	0.000000	0.107769	0.000000	0.435588	0.107769	0.005139	0.005139	0.005139	0.250003	0.250003	0.250003	0.249992	
2670000	-1013.661400	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.113467	0.007390	0.113467	0.332083	0.007390	0.113467	0.007390	0.332083	0.332083	0.007390	0.007390	0.007390	0.250001	0.250001	0.250000	0.249999	
2680000	-1018.410688	407	3	1	'1 0 1 2 0 1 Z 2 2 0 0 0 	0.103133	0.005001	0.103133	0.301405	0.005001	0.103133	0.000000	0.301405	0.301405	0.005001	0.005001	0.005001	0.250023	0.250023	0.249996	0.249957	
2690000	-1014.146390	412	3	1	'0 Z 0 1 2 0 0 1 1 2 2 2 	0.106509	0.000000	0.106509	0.334307	0.006977	0.106509	0.106509	0.334307	0.334307	0.006977	0.006977	0.006977	0.250002	0.250002	0.250000	0.249996	
2700000	-1022.192956	412	3	2	'0 Z 0 1 2 0 0 1 Z 2 2 2 	0.094271	0.000000	0.094271	0.511311	0.006930	0.094271	0.094271	0.511311	0.000000	0.006930	0.006930	0.006930	0.250002	0.250002	0.250003	0.249994	
2710000	-1014.624607	412	3	2	'0 Z 0 1 Z 0 2 1 1 2 2 2 	0.107328	0.000000	0.107328	0.335567	0.000000	0.107328	0.007790	0.335567	0.335567	0.007790	0.007790	0.007790	0.250001	0.250001	0.250000	0.249997	
2720000	-1018.533524	412	3	1	'2 Z 2 0 2 2 2 0 0 1 1 1 	0.097296	0.000000	0.097296	0.381804	0.097296	0.097296	0.097296	0.381804	0.381804	0.006571	0.006571	0.006571	0.250004	0.250003	0.250000	0.249993	
2730000	-1012.394964	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.112184	0.000000	0.112184	0.363822	0.006682	0.112184	0.000000	0.363822	0.363822	0.006682	0.006682	0.006682	0.250002	0.250002	0.250000	0.249997	
2740000	-1014.163305	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.126400	0.000000	0.126400	0.338018	0.008669	0.126400	0.000000	0.338018	0.338018	0.008669	0.008669	0.008669	0.250000	0.250000	0.250000	0.250000	
2750000	-1012.723554	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.106487	0.000000	0.106487	0.379489	0.008024	0.106487	0.000000	0.379489	0.379489	0.008024	0.008024	0.008024	0.250001	0.250001	0.250000	0.249998	
2760000	-1015.606311	407	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.119677	0.000000	0.119677	0.376968	0.006529	0.119677	0.000000	0.376968	0.376968	0.006529	0.006529	0.006529	0.250002	0.250002	0.250000	0.249996	
2770000	-1014.361764	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.123773	0.007050	0.123773	0.371638	0.007050	0.123773	0.007050	0.371638	0.371638	0.007050	0.007050	0.007050	0.250000	0.250000	0.250000	0.249999	
2780000	-1009.248533	412	4	2	'2 Z 3 1 0 2 Z 1 1 0 0 0 	0.059417	0.000000	0.122632	0.331548	0.006975	0.059417	0.000000	0.331548	0.331548	0.006975	0.006975	0.006975	0.250001	0.250001	0.250000	0.249998	
2790000	-1015.492751	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.114937	0.000000	0.114937	0.475799	0.007312	0.114937	0.114937	0.475799	0.114937	0.007312	0.007312	0.007312	0.250000	0.250000	0.250000	0.249999	
2800000	-1013.679607	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.103602	0.007334	0.103602	0.336704	0.007334	0.103602	0.007334	0.336704	0.336704	0.007334	0.007334	0.007334	0.250002	0.250002	0.250000	0.249996	
2810000	-1014.214617	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.112928	0.006446	0.112928	0.296719	0.006446	0.112928	0.000000	0.296719	0.296719	0.006446	0.006446	0.006446	0.250001	0.250001	0.250000	0.249997	
2820000	-1012.637785	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.102480	0.000000	0.102480	0.347681	0.007364	0.102480	0.007364	0.347681	0.347681	0.007364	0.007364	0.007364	0.250003	0.250003	0.249999	0.249995	
2830000	-1014.961480	412	3	3	'1 Z 1 2 Z 1 Z 2 2 0 0 0 	0.124796	0.000000	0.124796	0.352225	0.000000	0.124796	0.000000	0.352225	0.352225	0.007461	0.007461	0.007461	0.250000	0.250000	0.250000	0.249999	
2840000	-1021.561262	170	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.106233	0.000000	0.106233	0.365148	0.007700	0.106233	0.000000	0.365148	0.365148	0.007700	0.007700	0.007700	0.250027	0.250027	0.249995	0.249952	
